,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Actuals,Proba_deepsynergy_preuer
16183,Afatinib,BMS-754807,DB08916,DB15399,ACH-000236,Colon,0.0,0.7242532968521118
16184,Afatinib,BMS-754807,DB08916,DB15399,ACH-000552,Colon,0.0,0.7165838479995728
16185,Afatinib,BMS-754807,DB08916,DB15399,ACH-000958,Colon,0.0,0.8899458050727844
16186,Afatinib,BMS-754807,DB08916,DB15399,ACH-000991,Colon,0.0,0.7395088076591492
16187,Afatinib,BMS-754807,DB08916,DB15399,ACH-000007,Colon,0.0,0.7909851670265198
16188,Afatinib,BMS-754807,DB08916,DB15399,ACH-000249,Colon,0.0,0.8003411889076233
16189,Afatinib,BMS-754807,DB08916,DB15399,ACH-000986,Colon,1.0,0.8476259112358093
16190,Afatinib,BMS-754807,DB08916,DB15399,ACH-000680,Colon,0.0,0.7730916738510132
16191,Afatinib,BMS-754807,DB08916,DB15399,ACH-001345,Colon,1.0,0.5201172232627869
16192,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000491,Colon,0.0,0.247764378786087
16193,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000998,Colon,0.0,0.2169947624206543
16194,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000935,Colon,0.0,0.4802316725254059
16195,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000963,Colon,0.0,0.404380053281784
16196,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000381,Colon,0.0,0.5002658367156982
16197,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000955,Colon,0.0,0.3763288855552673
16198,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000651,Colon,0.0,0.2357190698385238
16199,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000969,Colon,0.0,0.2919480502605438
16200,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000999,Colon,0.0,0.1788043826818466
16201,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000400,Colon,0.0,0.3126643002033233
16202,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000489,Colon,0.0,0.5746984481811523
16203,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000470,Colon,0.0,0.2244173139333725
16204,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000421,Colon,0.0,0.5297543406486511
16205,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000252,Colon,0.0,0.3099468946456909
16206,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000360,Colon,0.0,0.3390128314495086
16207,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000970,Colon,0.0,0.1598268449306488
16208,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000403,Colon,0.0,0.2758279144763946
16209,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000565,Colon,0.0,0.4788587987422943
16210,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000943,Colon,0.0,0.5040631294250488
16211,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000501,Colon,0.0,0.2139493823051452
16212,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000350,Colon,0.0,0.4358734786510467
16213,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000997,Colon,0.0,0.4156215190887451
16214,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000950,Colon,0.0,0.5312277674674988
16215,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000971,Colon,0.0,0.2947666645050049
16216,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000957,Colon,0.0,0.237392857670784
16217,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000722,Colon,0.0,0.4222723841667175
16218,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000009,Colon,0.0,0.4155390560626983
16219,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000989,Colon,0.0,0.2572116553783417
16220,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000985,Colon,0.0,0.1919580549001693
16221,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000236,Colon,0.0,0.2137666791677475
16222,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000552,Colon,0.0,0.4370883703231811
16223,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000958,Colon,0.0,0.7726964950561523
16224,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000991,Colon,0.0,0.2950532436370849
16225,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000007,Colon,0.0,0.2446883618831634
16226,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000249,Colon,0.0,0.4408635199069977
16227,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000986,Colon,0.0,0.4313177466392517
16228,Crizotinib,BMS-754807,DB08865,DB15399,ACH-000680,Colon,0.0,0.3365673720836639
16229,Crizotinib,BMS-754807,DB08865,DB15399,ACH-001345,Colon,0.0,0.2208858877420425
16230,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000491,Colon,0.0,0.2228849530220031
16231,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000998,Colon,0.0,0.3878709673881531
16232,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000935,Colon,0.0,0.4936840832233429
16233,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000963,Colon,0.0,0.4308819472789764
16234,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000381,Colon,0.0,0.5739635229110718
16235,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000955,Colon,0.0,0.416469931602478
16236,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000651,Colon,0.0,0.2749194204807281
16237,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000969,Colon,0.0,0.3321608304977417
16238,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000999,Colon,0.0,0.2121708244085312
16239,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000400,Colon,0.0,0.4285171031951904
16240,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000489,Colon,0.0,0.6382846832275391
16241,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000470,Colon,0.0,0.3513894379138946
16242,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000421,Colon,1.0,0.5666602849960327
16243,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000252,Colon,0.0,0.5063310265541077
16244,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000360,Colon,0.0,0.4825890958309173
16245,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000970,Colon,0.0,0.2747336626052856
16246,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000403,Colon,0.0,0.3499483168125152
16247,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000565,Colon,0.0,0.4962266385555267
16248,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000943,Colon,0.0,0.4789664447307586
16249,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000501,Colon,0.0,0.426022857427597
16250,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000350,Colon,0.0,0.4704084694385528
16251,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000997,Colon,1.0,0.260369062423706
16252,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000950,Colon,0.0,0.5712264776229858
16253,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000971,Colon,0.0,0.2430120557546615
16254,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000957,Colon,0.0,0.3353755176067352
16255,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000722,Colon,0.0,0.5165416598320007
16256,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000009,Colon,0.0,0.4838618338108063
16257,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000989,Colon,0.0,0.2612357437610626
16258,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000985,Colon,0.0,0.3258530497550964
16259,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000236,Colon,0.0,0.3787263929843902
16260,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000552,Colon,0.0,0.4366932809352875
16261,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000958,Colon,0.0,0.7443614602088928
16262,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000991,Colon,0.0,0.3967280089855194
16263,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000007,Colon,0.0,0.4457692205905914
16264,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000249,Colon,0.0,0.5556212067604065
16265,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000986,Colon,0.0,0.5009775757789612
16266,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-000680,Colon,0.0,0.446851909160614
16267,5-Fluorouracil,BMS-754807,DB00544,DB15399,ACH-001345,Colon,0.0,0.2513032555580139
16268,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000491,Colon,0.0,0.2200944423675537
16269,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000998,Colon,0.0,0.4486235976219177
16270,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000935,Colon,0.0,0.5385328531265259
16271,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000963,Colon,0.0,0.5576351284980774
16272,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000381,Colon,0.0,0.6510670781135559
16273,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000955,Colon,0.0,0.4934362173080444
16274,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000651,Colon,0.0,0.3105202913284302
16275,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000969,Colon,0.0,0.3135560750961303
16276,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000999,Colon,0.0,0.190849170088768
16277,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000400,Colon,0.0,0.4463296234607696
16278,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000489,Colon,0.0,0.6840991973876953
16279,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000470,Colon,0.0,0.3193898200988769
16280,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000421,Colon,0.0,0.6235973834991455
16281,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000252,Colon,0.0,0.5776095390319824
16282,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000360,Colon,0.0,0.5318772792816162
16283,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000970,Colon,0.0,0.1875402927398681
16284,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000403,Colon,0.0,0.234106570482254
16285,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000565,Colon,0.0,0.5987638235092163
16286,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000943,Colon,0.0,0.6649627089500427
16287,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000501,Colon,0.0,0.4007020592689514
16288,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000350,Colon,0.0,0.5012039542198181
16289,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000997,Colon,0.0,0.3343758881092071
16290,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000950,Colon,0.0,0.6532184481620789
16291,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000971,Colon,0.0,0.3119876682758331
16292,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000957,Colon,0.0,0.3410352766513824
16293,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000722,Colon,0.0,0.5837344527244568
16294,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000009,Colon,0.0,0.569714367389679
16295,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000989,Colon,0.0,0.2495063841342926
16296,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000985,Colon,0.0,0.2900236248970032
16297,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000236,Colon,0.0,0.3959159255027771
16298,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000552,Colon,0.0,0.4930540025234222
16299,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000958,Colon,0.0,0.7806507349014282
16300,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000991,Colon,0.0,0.4150000214576721
16301,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000007,Colon,0.0,0.4329180121421814
16302,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000249,Colon,0.0,0.5745903253555298
16303,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000986,Colon,0.0,0.561515748500824
16304,Palbociclib,BMS-754807,DB09073,DB15399,ACH-000680,Colon,0.0,0.4249859750270843
16305,Palbociclib,BMS-754807,DB09073,DB15399,ACH-001345,Colon,0.0,0.2260718345642089
16306,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000491,Colon,0.0,0.2862102687358856
16307,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000998,Colon,1.0,0.2633360028266907
16308,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000935,Colon,0.0,0.5429109930992126
16309,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000963,Colon,0.0,0.3517413139343261
16310,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000381,Colon,0.0,0.4720938801765442
16311,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000955,Colon,0.0,0.3106385767459869
16312,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000651,Colon,0.0,0.2679325044155121
16313,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000969,Colon,0.0,0.2687752246856689
16314,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000999,Colon,0.0,0.1802111715078354
16315,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000400,Colon,0.0,0.3504787385463714
16316,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000489,Colon,0.0,0.555793821811676
16317,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000470,Colon,0.0,0.2389789968729019
16318,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000421,Colon,0.0,0.4792676270008087
16319,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000252,Colon,0.0,0.3796131610870361
16320,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000360,Colon,0.0,0.3572060465812683
16321,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000970,Colon,0.0,0.1918755322694778
16322,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000403,Colon,0.0,0.2233485579490661
16323,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000565,Colon,0.0,0.4163991808891296
16324,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000943,Colon,0.0,0.4394374489784241
16325,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000501,Colon,0.0,0.2558580338954925
16326,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000350,Colon,0.0,0.4088601469993591
16327,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000997,Colon,0.0,0.3552847504615783
16328,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000950,Colon,0.0,0.4900837242603302
16329,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000971,Colon,0.0,0.3244093656539917
16330,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000957,Colon,0.0,0.2426832914352417
16331,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000722,Colon,0.0,0.4464864134788513
16332,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000009,Colon,0.0,0.4234216511249542
16333,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000989,Colon,0.0,0.2127096652984619
16334,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000985,Colon,0.0,0.2286696285009384
16335,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000236,Colon,0.0,0.2379403561353683
16336,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000552,Colon,0.0,0.4552066326141357
16337,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000958,Colon,0.0,0.6956771016120911
16338,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000991,Colon,0.0,0.3342334032058716
16339,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000007,Colon,0.0,0.302342027425766
16340,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000249,Colon,0.0,0.4488800168037414
16341,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000986,Colon,0.0,0.4001463055610657
16342,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-000680,Colon,0.0,0.3208035826683044
16343,Nutlin-3a (-),BMS-754807,DB04144,DB15399,ACH-001345,Colon,0.0,0.2001277953386306
16344,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000491,Colon,0.0,0.1803106069564819
16345,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000998,Colon,0.0,0.3708774447441101
16346,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000935,Colon,0.0,0.5541985630989075
16347,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000963,Colon,0.0,0.3803283870220184
16348,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000381,Colon,0.0,0.5146979093551636
16349,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000955,Colon,0.0,0.3844592571258545
16350,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000651,Colon,0.0,0.3130683004856109
16351,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000969,Colon,0.0,0.254802793264389
16352,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000999,Colon,0.0,0.1483660489320755
16353,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000400,Colon,0.0,0.4294673204421997
16354,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000489,Colon,0.0,0.5947186946868896
16355,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000470,Colon,0.0,0.298336386680603
16356,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000421,Colon,0.0,0.5284853577613831
16357,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000252,Colon,0.0,0.4563737511634826
16358,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000360,Colon,0.0,0.4271135330200195
16359,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000970,Colon,0.0,0.2300204634666443
16360,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000403,Colon,0.0,0.2621134221553802
16361,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000565,Colon,0.0,0.5021231174468994
16362,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000943,Colon,0.0,0.4253677725791931
16363,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000501,Colon,0.0,0.3703495264053345
16364,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000350,Colon,0.0,0.4251821041107178
16365,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000997,Colon,0.0,0.2430175542831421
16366,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000950,Colon,0.0,0.5699021220207214
16367,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000971,Colon,0.0,0.2424444705247879
16368,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000957,Colon,0.0,0.3014457523822784
16369,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000722,Colon,0.0,0.4719891250133514
16370,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000009,Colon,0.0,0.522853672504425
16371,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000989,Colon,0.0,0.1944744437932968
16372,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000985,Colon,0.0,0.2798280715942383
16373,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000236,Colon,0.0,0.3379058837890625
16374,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000552,Colon,0.0,0.3775448799133301
16375,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000958,Colon,0.0,0.7398576140403748
16376,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000991,Colon,0.0,0.3799325227737427
16377,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000007,Colon,0.0,0.3806688785552978
16378,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000249,Colon,0.0,0.6017899513244629
16379,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000986,Colon,0.0,0.4492137134075165
16380,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-000680,Colon,0.0,0.3466143012046814
16381,Vinorelbine,BMS-754807,DB00361,DB15399,ACH-001345,Colon,0.0,0.1778285950422287
16382,Olaparib,BMS-754807,DB09074,DB15399,ACH-000491,Colon,0.0,0.2482935041189193
16383,Olaparib,BMS-754807,DB09074,DB15399,ACH-000998,Colon,0.0,0.4267918765544891
16384,Olaparib,BMS-754807,DB09074,DB15399,ACH-000935,Colon,0.0,0.5572725534439087
16385,Olaparib,BMS-754807,DB09074,DB15399,ACH-000963,Colon,0.0,0.524228036403656
16386,Olaparib,BMS-754807,DB09074,DB15399,ACH-000381,Colon,0.0,0.6425010561943054
16387,Olaparib,BMS-754807,DB09074,DB15399,ACH-000955,Colon,0.0,0.4800999164581299
16388,Olaparib,BMS-754807,DB09074,DB15399,ACH-000651,Colon,0.0,0.3363296389579773
16389,Olaparib,BMS-754807,DB09074,DB15399,ACH-000969,Colon,0.0,0.36765918135643
16390,Olaparib,BMS-754807,DB09074,DB15399,ACH-000999,Colon,0.0,0.2295005321502685
16391,Olaparib,BMS-754807,DB09074,DB15399,ACH-000400,Colon,0.0,0.4793324768543243
16392,Olaparib,BMS-754807,DB09074,DB15399,ACH-000489,Colon,0.0,0.7099217176437378
16393,Olaparib,BMS-754807,DB09074,DB15399,ACH-000470,Colon,0.0,0.38824063539505
16394,Olaparib,BMS-754807,DB09074,DB15399,ACH-000421,Colon,0.0,0.62656170129776
16395,Olaparib,BMS-754807,DB09074,DB15399,ACH-000252,Colon,0.0,0.5623968243598938
16396,Olaparib,BMS-754807,DB09074,DB15399,ACH-000360,Colon,0.0,0.5376780033111572
16397,Olaparib,BMS-754807,DB09074,DB15399,ACH-000970,Colon,0.0,0.3047738969326019
16398,Olaparib,BMS-754807,DB09074,DB15399,ACH-000403,Colon,0.0,0.435701310634613
16399,Olaparib,BMS-754807,DB09074,DB15399,ACH-000565,Colon,0.0,0.5667269229888916
16400,Olaparib,BMS-754807,DB09074,DB15399,ACH-000943,Colon,0.0,0.5994855165481567
16401,Olaparib,BMS-754807,DB09074,DB15399,ACH-000501,Colon,0.0,0.4831225275993347
16402,Olaparib,BMS-754807,DB09074,DB15399,ACH-000350,Colon,0.0,0.5506018996238708
16403,Olaparib,BMS-754807,DB09074,DB15399,ACH-000997,Colon,0.0,0.419776976108551
16404,Olaparib,BMS-754807,DB09074,DB15399,ACH-000950,Colon,0.0,0.6425673961639404
16405,Olaparib,BMS-754807,DB09074,DB15399,ACH-000971,Colon,0.0,0.3182536661624908
16406,Olaparib,BMS-754807,DB09074,DB15399,ACH-000957,Colon,0.0,0.3365707099437713
16407,Olaparib,BMS-754807,DB09074,DB15399,ACH-000722,Colon,0.0,0.5827133655548096
16408,Olaparib,BMS-754807,DB09074,DB15399,ACH-000009,Colon,0.0,0.5401042103767395
16409,Olaparib,BMS-754807,DB09074,DB15399,ACH-000989,Colon,0.0,0.3016113638877868
16410,Olaparib,BMS-754807,DB09074,DB15399,ACH-000985,Colon,0.0,0.3611182570457458
16411,Olaparib,BMS-754807,DB09074,DB15399,ACH-000236,Colon,0.0,0.4471980035305023
16412,Olaparib,BMS-754807,DB09074,DB15399,ACH-000552,Colon,0.0,0.5093998312950134
16413,Olaparib,BMS-754807,DB09074,DB15399,ACH-000958,Colon,0.0,0.8053280115127563
16414,Olaparib,BMS-754807,DB09074,DB15399,ACH-000991,Colon,0.0,0.4341124892234802
16415,Olaparib,BMS-754807,DB09074,DB15399,ACH-000007,Colon,0.0,0.5119932889938354
16416,Olaparib,BMS-754807,DB09074,DB15399,ACH-000249,Colon,0.0,0.6323674917221069
16417,Olaparib,BMS-754807,DB09074,DB15399,ACH-000986,Colon,0.0,0.580093502998352
16418,Olaparib,BMS-754807,DB09074,DB15399,ACH-000680,Colon,0.0,0.5114981532096863
16419,Olaparib,BMS-754807,DB09074,DB15399,ACH-001345,Colon,0.0,0.2356325685977935
16420,MK-1775,BMS-754807,DB11740,DB15399,ACH-000491,Colon,0.0,0.2414112985134124
16421,MK-1775,BMS-754807,DB11740,DB15399,ACH-000998,Colon,0.0,0.5502443909645081
16422,MK-1775,BMS-754807,DB11740,DB15399,ACH-000935,Colon,0.0,0.5886421799659729
16423,MK-1775,BMS-754807,DB11740,DB15399,ACH-000963,Colon,0.0,0.5974540114402771
16424,MK-1775,BMS-754807,DB11740,DB15399,ACH-000381,Colon,0.0,0.7126016020774841
16425,MK-1775,BMS-754807,DB11740,DB15399,ACH-000955,Colon,0.0,0.5592250227928162
16426,MK-1775,BMS-754807,DB11740,DB15399,ACH-000651,Colon,0.0,0.3792190253734588
16427,MK-1775,BMS-754807,DB11740,DB15399,ACH-000969,Colon,0.0,0.3287922143936157
16428,MK-1775,BMS-754807,DB11740,DB15399,ACH-000999,Colon,0.0,0.2273492068052292
16429,MK-1775,BMS-754807,DB11740,DB15399,ACH-000400,Colon,0.0,0.5615204572677612
16430,MK-1775,BMS-754807,DB11740,DB15399,ACH-000489,Colon,0.0,0.7629269361495972
16431,MK-1775,BMS-754807,DB11740,DB15399,ACH-000470,Colon,0.0,0.4161549806594848
16432,MK-1775,BMS-754807,DB11740,DB15399,ACH-000421,Colon,0.0,0.6989936828613281
16433,MK-1775,BMS-754807,DB11740,DB15399,ACH-000252,Colon,0.0,0.6560270190238953
16434,MK-1775,BMS-754807,DB11740,DB15399,ACH-000360,Colon,0.0,0.6220641136169434
16435,MK-1775,BMS-754807,DB11740,DB15399,ACH-000970,Colon,0.0,0.2570908367633819
16436,MK-1775,BMS-754807,DB11740,DB15399,ACH-000403,Colon,0.0,0.3651283681392669
16437,MK-1775,BMS-754807,DB11740,DB15399,ACH-000565,Colon,0.0,0.668769359588623
16438,MK-1775,BMS-754807,DB11740,DB15399,ACH-000943,Colon,0.0,0.6831022500991821
16439,MK-1775,BMS-754807,DB11740,DB15399,ACH-000501,Colon,0.0,0.553067147731781
16440,MK-1775,BMS-754807,DB11740,DB15399,ACH-000350,Colon,0.0,0.5750015377998352
16441,MK-1775,BMS-754807,DB11740,DB15399,ACH-000997,Colon,0.0,0.3003661036491394
16442,MK-1775,BMS-754807,DB11740,DB15399,ACH-000950,Colon,0.0,0.7368841171264648
16443,MK-1775,BMS-754807,DB11740,DB15399,ACH-000971,Colon,0.0,0.3086180388927459
16444,MK-1775,BMS-754807,DB11740,DB15399,ACH-000957,Colon,0.0,0.3880510032176971
16445,MK-1775,BMS-754807,DB11740,DB15399,ACH-000722,Colon,0.0,0.67377108335495
16446,MK-1775,BMS-754807,DB11740,DB15399,ACH-000009,Colon,0.0,0.6383212804794312
16447,MK-1775,BMS-754807,DB11740,DB15399,ACH-000989,Colon,0.0,0.2801616489887237
16448,MK-1775,BMS-754807,DB11740,DB15399,ACH-000985,Colon,0.0,0.3466727435588836
16449,MK-1775,BMS-754807,DB11740,DB15399,ACH-000236,Colon,0.0,0.5323451161384583
16450,MK-1775,BMS-754807,DB11740,DB15399,ACH-000552,Colon,0.0,0.5478007793426514
16451,MK-1775,BMS-754807,DB11740,DB15399,ACH-000958,Colon,0.0,0.8172876238822937
