,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Actuals,Proba
15288,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000111,Breast,0,0.46970588
15289,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000349,Breast,0,0.333767861
15290,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000957,Colon,0,0.36072433
15291,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000722,Colon,0,0.504591286
15292,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000828,Breast,0,0.328397006
15293,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000009,Colon,0,0.472874969
15294,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-001819,Breast,0,0.516315758
15295,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000755,Breast,0,0.396888852
15296,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000288,Breast,0,0.482970089
15297,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000989,Colon,0,0.382913589
15298,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000985,Colon,0,0.39256677
15299,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000236,Colon,0,0.406215549
15300,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000552,Colon,0,0.471479833
15301,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-001820,Breast,0,0.394869924
15302,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000958,Colon,0,0.833436191
15303,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000212,Breast,0,0.421364307
15304,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000276,Breast,0,0.770626426
15305,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000991,Colon,0,0.426445514
15306,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000007,Colon,0,0.473006964
15307,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000249,Colon,0,0.579575658
15308,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000248,Breast,0,0.600827575
15309,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000986,Colon,0,0.603497863
15310,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000536,Breast,0,0.689665735
15311,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000930,Breast,0,0.567111492
15312,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000680,Colon,0,0.498397917
15313,5-Fluorouracil,Dabrafenib,DB00544,DB08912,ACH-000330,Breast,0,0.33378759
15314,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000491,Colon,0,0.344774574
15315,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000857,Breast,0,0.741489351
15316,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000998,Colon,0,0.524336457
15317,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000258,Breast,0,0.77222687
15318,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000019,Breast,0,0.609936953
15319,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000352,Breast,0,0.507415771
15320,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000927,Breast,0,0.426029593
15321,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000148,Breast,0,0.520036578
15322,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000935,Colon,0,0.572491705
15323,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000859,Breast,0,0.543208301
15324,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000117,Breast,0,0.603312016
15325,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000876,Breast,0,0.397177249
15326,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000963,Colon,0,0.702014744
15327,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000381,Colon,0,0.765344501
15328,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000856,Breast,0,0.533171415
15329,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000147,Breast,0,0.648995996
15330,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000223,Breast,0,0.565779865
15331,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000955,Colon,0,0.623528183
15332,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000554,Breast,0,0.471916437
15333,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000651,Colon,0,0.427700013
15334,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000849,Breast,0,0.604881346
15335,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000969,Colon,0,0.461244315
15336,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000621,Breast,0,0.742074072
15337,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000910,Breast,0,0.656415284
15338,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000999,Colon,0,0.315052003
15339,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000400,Colon,0,0.499529213
15340,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000668,Breast,0,0.464995384
15341,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000489,Colon,0,0.823953152
15342,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000470,Colon,0,0.515522361
15343,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000421,Colon,0,0.741543174
15344,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000934,Breast,0,0.42949149
15345,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000252,Colon,0,0.609100997
15346,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000360,Colon,0,0.666432142
15347,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000926,Colon,0,0.580351889
15348,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000970,Colon,0,0.37804991
15349,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000759,Breast,0,0.430861145
15350,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000403,Colon,0,0.544502795
15351,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000565,Colon,0,0.71345073
15352,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000943,Colon,0,0.780589402
15353,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000902,Breast,0,0.582980454
15354,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000501,Colon,0,0.504474044
15355,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000350,Colon,0,0.683104098
15356,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000699,Breast,0,0.736005008
15357,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000997,Colon,0,0.565935612
15358,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000950,Colon,0,0.779271603
15359,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000783,Breast,0,0.671371996
15360,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000374,Breast,0,0.51639092
15361,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000624,Breast,0,0.770501018
15362,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000818,Breast,0,0.483558238
15363,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000971,Colon,0,0.457681596
15364,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000573,Breast,0,0.717302442
15365,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000711,Breast,0,0.442542315
15366,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000768,Breast,0,0.648235142
15367,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000277,Breast,0,0.338412672
15368,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000111,Breast,0,0.483662695
15369,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000349,Breast,0,0.475732476
15370,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000957,Colon,0,0.387778908
15371,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000722,Colon,0,0.662484705
15372,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000828,Breast,0,0.456795752
15373,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000009,Colon,0,0.610094428
15374,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-001819,Breast,0,0.629083991
15375,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000755,Breast,0,0.500458837
15376,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000288,Breast,0,0.6044783
15377,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000989,Colon,0,0.448820621
15378,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000985,Colon,0,0.415613562
15379,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000236,Colon,0,0.539578378
15380,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000552,Colon,0,0.664078474
15381,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-001820,Breast,0,0.427185059
15382,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000958,Colon,0,0.864399314
15383,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000212,Breast,0,0.561320722
15384,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000276,Breast,0,0.789961278
15385,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000991,Colon,0,0.481895685
15386,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000007,Colon,0,0.584299445
15387,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000249,Colon,0,0.708854079
15388,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000248,Breast,0,0.729037166
15389,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000986,Colon,0,0.708467126
15390,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000536,Breast,0,0.744492233
15391,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000930,Breast,0,0.64324379
15392,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000680,Colon,0,0.644888103
15393,Palbociclib,Dabrafenib,DB09073,DB08912,ACH-000330,Breast,0,0.426552027
15394,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000491,Colon,0,0.284670055
15395,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000857,Breast,0,0.638581872
15396,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000998,Colon,0,0.336178064
15397,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000258,Breast,0,0.676330805
15398,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000019,Breast,0,0.412070125
15399,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000352,Breast,0,0.403295785
15400,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000927,Breast,0,0.313844889
15401,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000148,Breast,0,0.386712044
15402,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000935,Colon,0,0.546085298
15403,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000859,Breast,0,0.517838717
15404,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000117,Breast,0,0.46776253
15405,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000876,Breast,0,0.337746114
15406,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000963,Colon,0,0.494736403
15407,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000381,Colon,0,0.579531729
15408,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000856,Breast,0,0.404389262
15409,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000147,Breast,0,0.564249396
15410,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000223,Breast,0,0.441487193
15411,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000955,Colon,0,0.450488627
15412,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000554,Breast,0,0.408608556
15413,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000651,Colon,0,0.297057182
15414,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000849,Breast,0,0.523807287
15415,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000969,Colon,0,0.370942473
15416,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000621,Breast,0,0.552224994
15417,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000910,Breast,0,0.452659458
15418,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000999,Colon,0,0.252471715
15419,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000400,Colon,0,0.405672908
15420,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000668,Breast,0,0.425192535
15421,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000489,Colon,0,0.667584896
15422,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000470,Colon,0,0.367767662
15423,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000421,Colon,0,0.555930912
15424,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000934,Breast,0,0.303263932
15425,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000252,Colon,0,0.412673563
15426,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000360,Colon,0,0.470548272
15427,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000926,Colon,0,0.416426063
15428,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000970,Colon,0,0.327527761
15429,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000759,Breast,0,0.349473327
15430,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000403,Colon,0,0.484714895
15431,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000565,Colon,0,0.522403777
15432,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000943,Colon,1,0.561967969
15433,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000902,Breast,0,0.47040984
15434,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000501,Colon,0,0.334081799
15435,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000350,Colon,0,0.526408613
15436,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000699,Breast,0,0.582713008
15437,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000997,Colon,1,0.508039355
15438,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000950,Colon,0,0.588006794
15439,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000783,Breast,0,0.480505496
15440,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000374,Breast,0,0.402640909
15441,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000624,Breast,0,0.669931293
15442,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000818,Breast,0,0.447378933
15443,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000971,Colon,0,0.318238676
15444,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000573,Breast,0,0.522014916
15445,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000711,Breast,0,0.421252668
15446,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000768,Breast,0,0.528868616
15447,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000277,Breast,0,0.356263846
15448,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000111,Breast,0,0.423869193
15449,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000349,Breast,0,0.393433213
15450,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000957,Colon,0,0.318982452
15451,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000722,Colon,0,0.469139367
15452,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000828,Breast,0,0.345828831
15453,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000009,Colon,0,0.448040754
15454,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-001819,Breast,0,0.532533288
15455,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000755,Breast,0,0.388684988
15456,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000288,Breast,0,0.487950325
15457,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000989,Colon,0,0.346476197
15458,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000985,Colon,0,0.337196082
15459,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000236,Colon,0,0.344027936
15460,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000552,Colon,0,0.477702409
15461,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-001820,Breast,0,0.447348446
15462,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000958,Colon,0,0.796450734
15463,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000212,Breast,0,0.426974267
15464,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000276,Breast,0,0.680336177
15465,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000991,Colon,0,0.397636503
15466,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000007,Colon,0,0.398289591
15467,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000249,Colon,0,0.550603867
15468,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000248,Breast,0,0.572009861
15469,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000986,Colon,0,0.537029862
15470,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000536,Breast,0,0.651336491
15471,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000930,Breast,0,0.560303569
15472,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000680,Colon,0,0.473886698
15473,Nutlin-3a (-),Dabrafenib,DB04144,DB08912,ACH-000330,Breast,0,0.314078689
15474,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000491,Colon,0,0.279682666
15475,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000998,Colon,0,0.374873161
15476,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000935,Colon,0,0.576512218
15477,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000963,Colon,0,0.397773117
15478,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000381,Colon,0,0.531118155
15479,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000955,Colon,0,0.409412175
15480,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000651,Colon,0,0.374807
15481,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000969,Colon,0,0.351600647
15482,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000999,Colon,0,0.251923949
15483,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000400,Colon,0,0.422445774
15484,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000489,Colon,0,0.624430597
15485,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000470,Colon,0,0.3705419
15486,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000421,Colon,0,0.502583325
15487,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000252,Colon,0,0.459442705
15488,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000360,Colon,0,0.443427265
15489,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000926,Colon,0,0.447278976
15490,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000970,Colon,0,0.356643826
15491,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000403,Colon,0,0.410838783
15492,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000565,Colon,0,0.501648962
15493,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000943,Colon,0,0.473246306
15494,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000501,Colon,0,0.412898093
15495,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000350,Colon,0,0.430817783
15496,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000997,Colon,1,0.403580815
15497,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000950,Colon,0,0.594719827
15498,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000971,Colon,0,0.349014133
15499,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000957,Colon,0,0.322401643
15500,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000722,Colon,0,0.456087619
15501,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000009,Colon,0,0.523456275
15502,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000989,Colon,0,0.290579826
15503,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000236,Colon,0,0.388412923
15504,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000552,Colon,0,0.416366845
15505,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000958,Colon,0,0.80014199
15506,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000991,Colon,0,0.395522416
15507,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000007,Colon,0,0.434597641
15508,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000249,Colon,0,0.604982793
15509,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000986,Colon,0,0.480006129
15510,Vinorelbine,Dabrafenib,DB00361,DB08912,ACH-000680,Colon,0,0.417277008
15511,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000491,Colon,0,0.311550528
15512,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000857,Breast,0,0.735394418
15513,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000998,Colon,0,0.440414757
15514,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000258,Breast,0,0.755908668
15515,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000019,Breast,0,0.509874165
15516,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000352,Breast,0,0.420997351
15517,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000927,Breast,0,0.371284485
15518,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000148,Breast,0,0.459954113
15519,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000935,Colon,0,0.584401011
15520,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000859,Breast,0,0.627121091
15521,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000117,Breast,0,0.564063847
15522,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000876,Breast,0,0.363400757
15523,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000963,Colon,0,0.629250646
15524,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000381,Colon,0,0.742834628
15525,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000856,Breast,0,0.476840943
15526,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000147,Breast,0,0.638820708
15527,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000223,Breast,0,0.602494419
15528,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000955,Colon,0,0.603841841
15529,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000554,Breast,0,0.461833566
15530,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000651,Colon,0,0.371766686
15531,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000849,Breast,0,0.66408354
15532,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000969,Colon,0,0.456219077
15533,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000621,Breast,0,0.677358687
15534,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000910,Breast,0,0.552164912
15535,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000999,Colon,0,0.346150696
15536,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000400,Colon,1,0.494532347
15537,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000668,Breast,0,0.5540151
15538,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000489,Colon,0,0.786361575
15539,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000470,Colon,0,0.492992461
15540,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000421,Colon,0,0.671057165
15541,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000934,Breast,0,0.340478927
15542,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000252,Colon,0,0.56620121
15543,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000360,Colon,0,0.647634208
15544,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000926,Colon,0,0.570945859
15545,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000970,Colon,0,0.440413237
15546,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000759,Breast,0,0.397583395
15547,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000403,Colon,0,0.63040483
15548,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000565,Colon,0,0.643691361
15549,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000943,Colon,0,0.689106047
15550,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000902,Breast,0,0.516148269
15551,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000501,Colon,0,0.485054761
15552,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000350,Colon,0,0.655728638
15553,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000699,Breast,0,0.708244205
15554,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000997,Colon,1,0.557778358
15555,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000950,Colon,0,0.721750081
15556,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000783,Breast,0,0.565333605
15557,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000374,Breast,0,0.55666995
15558,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000624,Breast,0,0.782673657
15559,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000818,Breast,0,0.461376488
15560,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000971,Colon,0,0.371192902
15561,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000573,Breast,0,0.645167351
15562,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000711,Breast,0,0.492858768
15563,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000768,Breast,0,0.68039459
15564,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000277,Breast,0,0.341109961
15565,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000111,Breast,0,0.509227872
15566,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000349,Breast,0,0.39863649
15567,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000957,Colon,0,0.373560339
15568,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000722,Colon,0,0.595322132
15569,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000828,Breast,0,0.346675456
15570,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000009,Colon,0,0.534611821
15571,Olaparib,Dabrafenib,DB09074,DB08912,ACH-001819,Breast,0,0.612900138
15572,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000755,Breast,0,0.431674868
15573,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000288,Breast,0,0.590969265
15574,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000989,Colon,0,0.428976864
15575,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000985,Colon,0,0.416319877
15576,Olaparib,Dabrafenib,DB09074,DB08912,ACH-000236,Colon,0,0.459456652
