,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
14124,actinomycin D,amifostine,DB00970,DB01143,ACH-000681,lung,22.300633176613,1.0,0.281024694442749
14125,actinomycin D,amifostine,DB00970,DB01143,ACH-000343,lung,-57.8954464013121,0.0,0.2819544374942779
14126,actinomycin D,amifostine,DB00970,DB01143,ACH-000825,lung,-78.5237220912763,0.0,0.2954731583595276
14127,actinomycin D,amifostine,DB00970,DB01143,ACH-000579,skin,-13.7518947080992,0.0,0.319861888885498
14128,actinomycin D,amifostine,DB00970,DB01143,ACH-000750,skin,-42.5460789598633,0.0,0.2853663265705108
14129,actinomycin D,amifostine,DB00970,DB01143,ACH-000849,breast,-4.99442752342916,0.0,0.2872848808765411
14130,actinomycin D,amifostine,DB00970,DB01143,ACH-000730,skin,-33.0373236891071,0.0,0.3234704136848449
14131,raloxifene,amifostine,DB00481,DB01143,ACH-000966,ovary,2.27657369277994,1.0,0.2707626223564148
14132,raloxifene,amifostine,DB00481,DB01143,ACH-000825,lung,-0.995176559905584,0.0,0.2525038719177246
14133,raloxifene,amifostine,DB00481,DB01143,ACH-000552,large_intestine,0.656861703428292,1.0,0.2495522201061248
14134,raloxifene,amifostine,DB00481,DB01143,ACH-000367,lung,-5.06372472293372,0.0,0.2782878875732422
14135,raloxifene,amifostine,DB00481,DB01143,ACH-000696,ovary,-2.26534773793508,0.0,0.2469719499349594
14136,raloxifene,amifostine,DB00481,DB01143,ACH-000019,breast,-0.56169279092264,0.0,0.2370033413171768
14137,raloxifene,amifostine,DB00481,DB01143,ACH-000969,large_intestine,-1.57218984627076,0.0,0.2329731881618499
14138,Fulvestrant,amifostine,DB00947,DB01143,ACH-000477,skin,-4.592019002128,0.0,0.2737704813480377
14139,Fulvestrant,amifostine,DB00947,DB01143,ACH-000971,large_intestine,0.167586514796992,1.0,0.2425788938999176
14140,Fulvestrant,amifostine,DB00947,DB01143,ACH-000046,kidney,-2.48003992570127,0.0,0.2445244789123535
14141,Fulvestrant,amifostine,DB00947,DB01143,ACH-000966,ovary,-2.74000229238183,0.0,0.2802893817424774
14142,Fulvestrant,amifostine,DB00947,DB01143,ACH-000232,brain,1.44258329761538,1.0,0.2671487331390381
14143,Fulvestrant,amifostine,DB00947,DB01143,ACH-000696,ovary,-1.58790010748384,0.0,0.2477827072143554
14144,Fulvestrant,amifostine,DB00947,DB01143,ACH-000706,lung,-0.709918146319252,0.0,0.3109067678451538
14145,hydroxyurea,amifostine,DB01005,DB01143,ACH-000651,large_intestine,-5.29758605409719,0.0,0.2002458870410919
14146,hydroxyurea,amifostine,DB01005,DB01143,ACH-000001,ovary,-3.59261740823018,0.0,0.1846166104078292
14147,hydroxyurea,amifostine,DB01005,DB01143,ACH-001151,ovary,0.933905600005627,1.0,0.2086991220712661
14148,hydroxyurea,amifostine,DB01005,DB01143,ACH-000966,ovary,-1.79638980128907,0.0,0.233665332198143
14149,hydroxyurea,amifostine,DB01005,DB01143,ACH-000552,large_intestine,-3.48038746909609,0.0,0.2232135683298111
14150,hydroxyurea,amifostine,DB01005,DB01143,ACH-000750,skin,0.672120167177715,1.0,0.2009288966655731
14151,hydroxyurea,amifostine,DB01005,DB01143,ACH-000768,breast,1.08296374169502,1.0,0.2310579568147659
14152,hydroxyurea,amifostine,DB01005,DB01143,ACH-000147,breast,0.937543030896781,1.0,0.2796099185943603
14153,hydroxyurea,amifostine,DB01005,DB01143,ACH-000433,kidney,0.363430341647868,1.0,0.1967051178216934
14154,hydroxyurea,amifostine,DB01005,DB01143,ACH-000969,large_intestine,-7.26064657380488,0.0,0.198085531592369
14155,teniposide,amifostine,DB00444,DB01143,ACH-000504,brain,-30.8435080907896,0.0,0.265716016292572
14156,teniposide,amifostine,DB00444,DB01143,ACH-000900,lung,-45.836914563612,0.0,0.2334727793931961
14157,teniposide,amifostine,DB00444,DB01143,ACH-000651,large_intestine,-25.6555303627569,0.0,0.2258226871490478
14158,teniposide,amifostine,DB00444,DB01143,ACH-000148,breast,-6.19946980700077,0.0,0.2683977782726288
14159,teniposide,amifostine,DB00444,DB01143,ACH-000706,lung,-33.0489925463538,0.0,0.275094985961914
14160,paclitaxel,amifostine,DB01229,DB01143,ACH-000900,lung,-55.783708176633,0.0,0.2133810371160507
14161,paclitaxel,amifostine,DB01229,DB01143,ACH-000288,breast,-69.0565694444444,0.0,0.2404478788375854
14162,paclitaxel,amifostine,DB01229,DB01143,ACH-000046,kidney,-2.11967357259704,0.0,0.2146288305521011
14163,paclitaxel,amifostine,DB01229,DB01143,ACH-000343,lung,-54.9616179693042,0.0,0.2142859697341919
14164,paclitaxel,amifostine,DB01229,DB01143,ACH-000551,haematopoietic_and_lymphoid,-51.6194519182484,0.0,0.2309957295656204
14165,paclitaxel,amifostine,DB01229,DB01143,ACH-000696,ovary,-53.9011947351993,0.0,0.2245221883058548
14166,celecoxib,amifostine,DB00482,DB01143,ACH-001190,skin,4.36334197787697,1.0,0.2635409832000732
14167,celecoxib,amifostine,DB00482,DB01143,ACH-000477,skin,-5.35005840774446,0.0,0.220844104886055
14168,celecoxib,amifostine,DB00482,DB01143,ACH-000971,large_intestine,2.48860073545406,1.0,0.1977558135986328
14169,celecoxib,amifostine,DB00482,DB01143,ACH-000425,skin,-1.44362257492223,0.0,0.28663170337677
14170,celecoxib,amifostine,DB00482,DB01143,ACH-000655,brain,-2.68703377052911,0.0,0.2076531052589416
14171,celecoxib,amifostine,DB00482,DB01143,ACH-000273,brain,-4.56180500418434,0.0,0.1972721219062805
14172,celecoxib,amifostine,DB00482,DB01143,ACH-000001,ovary,4.13693086780961,1.0,0.180747389793396
14173,celecoxib,amifostine,DB00482,DB01143,ACH-000617,ovary,-3.91921119461133,0.0,0.1753817945718765
14174,celecoxib,amifostine,DB00482,DB01143,ACH-000147,breast,-2.18281516318776,0.0,0.2745389640331268
14175,celecoxib,amifostine,DB00482,DB01143,ACH-000849,breast,-2.99625754099465,0.0,0.2041151821613311
14176,celecoxib,amifostine,DB00482,DB01143,ACH-000019,breast,-2.99960958294416,0.0,0.1918179988861084
14177,celecoxib,amifostine,DB00482,DB01143,ACH-000706,lung,-3.77553156782936,0.0,0.2578930854797363
14178,celecoxib,amifostine,DB00482,DB01143,ACH-000428,kidney,-2.8810830747182,0.0,0.2571370899677276
14179,158798-73-3,amifostine,DB01101,DB01143,ACH-000477,skin,-8.32562751741034,0.0,0.189206063747406
14180,158798-73-3,amifostine,DB01101,DB01143,ACH-000971,large_intestine,-2.68566823356603,0.0,0.160867229104042
14181,158798-73-3,amifostine,DB01101,DB01143,ACH-000655,brain,-3.61436294091335,0.0,0.1745917499065399
14182,158798-73-3,amifostine,DB01101,DB01143,ACH-000046,kidney,-4.3809542667281,0.0,0.1649679541587829
14183,158798-73-3,amifostine,DB01101,DB01143,ACH-000001,ovary,4.52530024991121,1.0,0.1492378115653991
14184,158798-73-3,amifostine,DB01101,DB01143,ACH-000579,skin,-3.50801081244471,0.0,0.2190045863389969
14185,158798-73-3,amifostine,DB01101,DB01143,ACH-000817,haematopoietic_and_lymphoid,4.60361668929297,1.0,0.2261023521423339
14186,158798-73-3,amifostine,DB01101,DB01143,ACH-000232,brain,-0.331897581253263,0.0,0.2030367106199264
14187,158798-73-3,amifostine,DB01101,DB01143,ACH-000768,breast,-5.51450991908935,0.0,0.1924999505281448
14188,158798-73-3,amifostine,DB01101,DB01143,ACH-000997,large_intestine,-1.91412805137132,0.0,0.1662179231643676
14189,158798-73-3,amifostine,DB01101,DB01143,ACH-000428,kidney,-3.76387921868292,0.0,0.2203961908817291
14190,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000425,skin,-68.7202082584833,0.0,0.2669454216957092
14191,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000681,lung,-15.8462430967728,0.0,0.165762111544609
14192,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000861,lung,-59.5195904533231,0.0,0.2374765425920486
14193,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000552,large_intestine,-30.3623773845775,0.0,0.1895320117473602
14194,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000147,breast,-66.7835992974278,0.0,0.2443742305040359
14195,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000696,ovary,-30.3842700795268,0.0,0.1791085749864578
14196,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000849,breast,-6.3621105153654,0.0,0.1773433536291122
14197,CHEMBL17639,amifostine,DB00242,DB01143,ACH-000706,lung,-1.64730501389375,0.0,0.2341015040874481
14198,docetaxel,amifostine,DB01248,DB01143,ACH-000811,ovary,-85.0674321787381,0.0,0.2450695186853408
14199,docetaxel,amifostine,DB01248,DB01143,ACH-000655,brain,-88.4010139888889,0.0,0.2524883449077606
14200,docetaxel,amifostine,DB01248,DB01143,ACH-000615,skin,3.91763198939857,1.0,0.2757230699062347
14201,docetaxel,amifostine,DB01248,DB01143,ACH-000343,lung,-30.3090904450713,0.0,0.2486676424741745
14202,docetaxel,amifostine,DB01248,DB01143,ACH-000861,lung,12.1209516317631,1.0,0.2852650880813598
14203,docetaxel,amifostine,DB01248,DB01143,ACH-000579,skin,1.7910527279316,1.0,0.3133587539196014
14204,docetaxel,amifostine,DB01248,DB01143,ACH-000232,brain,-95.8043481333333,0.0,0.2648647129535675
14205,docetaxel,amifostine,DB01248,DB01143,ACH-000019,breast,-9.17921254833577,0.0,0.2432996481657028
14206,docetaxel,amifostine,DB01248,DB01143,ACH-000428,kidney,-1.5031783973616,0.0,0.3211932778358459
14207,Imatinib,amifostine,DB00619,DB01143,ACH-000288,breast,-8.34271516688024,0.0,0.2260408699512481
14208,Imatinib,amifostine,DB00619,DB01143,ACH-000001,ovary,1.17235011579015,1.0,0.1753439009189605
14209,Imatinib,amifostine,DB00619,DB01143,ACH-000861,lung,3.0331946244219,1.0,0.2585389912128448
14210,Imatinib,amifostine,DB00619,DB01143,ACH-000367,lung,1.00180316213578,1.0,0.2237108647823333
14211,Imatinib,amifostine,DB00619,DB01143,ACH-000696,ovary,-2.50244931273846,0.0,0.1975679844617843
14212,Imatinib,amifostine,DB00619,DB01143,ACH-000849,breast,-11.9216295481963,0.0,0.1945152580738067
14213,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000046,kidney,-36.3158741036655,0.0,0.2479076236486435
14214,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000825,lung,-41.4139392411049,0.0,0.2638642489910126
14215,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000750,skin,-39.8391815971568,0.0,0.2467555254697799
14216,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000817,haematopoietic_and_lymphoid,-21.8098865556907,0.0,0.265993058681488
14217,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000433,kidney,-21.4992972637277,0.0,0.2538025677204132
14218,EXEMESTANE,amifostine,DB00990,DB01143,ACH-000090,prostate,-36.2841643482312,0.0,0.2815726399421692
14219,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000900,lung,-1.52656450766833,0.0,0.2203656733036041
14220,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000615,skin,-12.3553233841729,0.0,0.2516214847564697
14221,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000861,lung,-29.558831805496,0.0,0.265878289937973
14222,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000579,skin,-7.42221930662748,0.0,0.2710687220096588
14223,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000750,skin,-49.8693266781574,0.0,0.2107306718826294
14224,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000367,lung,-58.0141407074296,0.0,0.2496852427721023
14225,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000232,brain,-34.6995298716345,0.0,0.2339578866958618
14226,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000849,breast,-33.0789913547583,0.0,0.2192580550909042
14227,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000019,breast,-1.88221142327666,0.0,0.2111653983592987
14228,"Azacytidine, 5-",amifostine,DB00928,DB01143,ACH-000428,kidney,-8.056866516449,0.0,0.274601399898529
14229,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000811,ovary,-12.0803672863451,0.0,0.2763661444187164
14230,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000425,skin,-17.9815065517415,0.0,0.3249286711215973
14231,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000001,ovary,-28.237322664339,0.0,0.2370647937059402
14232,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000817,haematopoietic_and_lymphoid,-80.7599029333333,0.0,0.2874098718166351
14233,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000696,ovary,-22.3007638027419,0.0,0.2755981087684631
14234,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000019,breast,-86.5965695555556,0.0,0.2759502530097961
14235,Antibiotic AY 22989,amifostine,DB00877,DB01143,ACH-000730,skin,-78.567774423323,0.0,0.2964526414871216
14236,anastrozole,amifostine,DB01217,DB01143,ACH-000900,lung,3.29308908416929,1.0,0.2385581731796264
14237,anastrozole,amifostine,DB01217,DB01143,ACH-000477,skin,-3.23055501942624,0.0,0.2485756874084472
14238,anastrozole,amifostine,DB01217,DB01143,ACH-000376,brain,-12.5998753339373,0.0,0.2484648674726486
14239,anastrozole,amifostine,DB01217,DB01143,ACH-000425,skin,-3.64541579019805,0.0,0.3025765120983124
14240,anastrozole,amifostine,DB01217,DB01143,ACH-000001,ovary,-0.0259923163249365,0.0,0.2036045789718628
14241,anastrozole,amifostine,DB01217,DB01143,ACH-000649,kidney,-41.7955180030866,0.0,0.2672257721424103
14242,anastrozole,amifostine,DB01217,DB01143,ACH-000681,lung,3.00796082464995,1.0,0.2200773656368255
14243,anastrozole,amifostine,DB01217,DB01143,ACH-000367,lung,-0.894367465911607,0.0,0.2627939283847809
14244,anastrozole,amifostine,DB01217,DB01143,ACH-000148,breast,-2.45148477181474,0.0,0.2706088721752167
14245,anastrozole,amifostine,DB01217,DB01143,ACH-000232,brain,0.266326771413704,1.0,0.2534961998462677
14246,anastrozole,amifostine,DB01217,DB01143,ACH-000768,breast,-6.29062221330697,0.0,0.250225156545639
14247,anastrozole,amifostine,DB01217,DB01143,ACH-000617,ovary,0.491689215891355,1.0,0.2001745849847793
14248,anastrozole,amifostine,DB01217,DB01143,ACH-000147,breast,-12.0084167631395,0.0,0.3074694573879242
14249,anastrozole,amifostine,DB01217,DB01143,ACH-000019,breast,-7.88684586631567,0.0,0.220078244805336
14250,anastrozole,amifostine,DB01217,DB01143,ACH-000706,lung,3.08342098519929,1.0,0.2825811505317688
14251,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000811,ovary,-31.2281852890569,0.0,0.1758343577384948
14252,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000273,brain,-65.8865703534652,0.0,0.1704953908920288
14253,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000001,ovary,-69.2432367111111,0.0,0.1520609706640243
14254,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000966,ovary,2.68261503442259,1.0,0.1974855363368988
14255,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000343,lung,-55.7415112834152,0.0,0.1628925204277038
14256,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000551,haematopoietic_and_lymphoid,-35.3884445695402,0.0,0.2037810087203979
14257,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000750,skin,-66.8332370201319,0.0,0.1704410016536712
14258,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000817,haematopoietic_and_lymphoid,-87.3476807333333,0.0,0.2215243726968765
14259,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000768,breast,-85.644348131243,0.0,0.2027170807123184
14260,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000147,breast,-68.5432370201319,0.0,0.2426508516073227
14261,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000696,ovary,-82.6387925756874,0.0,0.1788062453269958
14262,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000019,breast,-76.2558805854935,0.0,0.1653639525175094
14263,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000433,kidney,-23.9485907974103,0.0,0.165151298046112
14264,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000730,skin,-73.2054592666667,0.0,0.2296482771635055
14265,7-Ethyl-10-hydroxycamptothecin,amifostine,DB05482,DB01143,ACH-000997,large_intestine,-81.6699036867985,0.0,0.1733313798904419
14266,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000504,brain,-1.30691054741246,0.0,0.2668293118476867
14267,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000900,lung,1.20983633234053,1.0,0.2349191606044769
14268,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-001190,skin,9.62105610693255,1.0,0.2681402564048767
14269,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000288,breast,-3.48607929618795,0.0,0.2629291117191314
14270,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000971,large_intestine,2.1210719368032,1.0,0.2270652055740356
14271,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000861,lung,-0.679830401553667,0.0,0.2745797038078308
14272,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000552,large_intestine,1.89981366920459,1.0,0.2400308847427368
14273,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000367,lung,-3.45493764409016,0.0,0.2671923637390136
14274,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000997,large_intestine,2.15658020773001,1.0,0.2516082227230072
14275,ADM hydrochloride,amifostine,DB00445,DB01143,ACH-000090,prostate,3.02823106386632,1.0,0.2670468091964721
14276,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000001,ovary,-46.0939424737148,0.0,0.2241711020469665
14277,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000649,kidney,-2.97015663563027,0.0,0.2822497487068176
14278,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000966,ovary,2.61341894623121,1.0,0.2930285632610321
14279,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000148,breast,1.29404397180743,1.0,0.296817809343338
14280,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000147,breast,-2.68915227587248,0.0,0.3297945559024811
14281,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000849,breast,-46.2140252771304,0.0,0.2593547403812408
14282,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000019,breast,-7.85041140819351,0.0,0.2518088221549988
14283,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000969,large_intestine,-95.6710147979097,0.0,0.2434725165367126
14284,Vincristine sulfate,amifostine,DB00541,DB01143,ACH-000428,kidney,-1.32623572210391,0.0,0.3211932778358459
14285,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000463,lung,-36.7553754796329,0.0,0.2798119783401489
14286,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000273,brain,-41.2633528925627,0.0,0.2486045360565185
14287,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000681,lung,-35.7539443435596,0.0,0.2517216205596924
14288,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000861,lung,-29.5827106553253,0.0,0.2885305881500244
14289,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000750,skin,-38.5596087781242,0.0,0.2710581719875335
14290,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000817,haematopoietic_and_lymphoid,-45.0583264419919,0.0,0.263861745595932
14291,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000147,breast,-33.0926503526264,0.0,0.3181648254394531
14292,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000706,lung,-10.9038272818727,0.0,0.2926704883575439
14293,Antibiotic AD 32,amifostine,DB00385,DB01143,ACH-000090,prostate,-41.348315460342,0.0,0.2832339107990265
14294,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000655,brain,-84.2232370201319,0.0,0.2032191753387451
14295,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000649,kidney,-53.9054113992264,0.0,0.2359199076890945
14296,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-001151,ovary,-20.2906725012571,0.0,0.1970157772302627
14297,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000966,ovary,-14.8719049277501,0.0,0.21970234811306
14298,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000861,lung,-79.6554592423541,0.0,0.260776162147522
14299,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000551,haematopoietic_and_lymphoid,-5.33364199024588,0.0,0.2290383875370025
14300,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000232,brain,-86.5110145555556,0.0,0.2286689281463623
14301,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000147,breast,7.75765276698505,1.0,0.2684836089611053
14302,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000849,breast,-6.40866063635363,0.0,0.19649538397789
14303,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000019,breast,-49.3262181563112,0.0,0.183727741241455
14304,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000433,kidney,-8.45606087285259,0.0,0.1846838593482971
14305,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000706,lung,-17.7322214947765,0.0,0.2573785185813904
14306,5-Fluoro-2'-deoxyuridine,amifostine,DB00322,DB01143,ACH-000090,prostate,-75.9196067697846,0.0,0.2421510964632034
14307,letrozole,amifostine,DB01006,DB01143,ACH-000504,brain,0.172811488162747,1.0,0.2539865672588348
14308,letrozole,amifostine,DB01006,DB01143,ACH-000811,ovary,-3.4799652749236,0.0,0.2188156396150589
14309,letrozole,amifostine,DB01006,DB01143,ACH-000288,breast,-4.82052453299757,0.0,0.2508406639099121
14310,letrozole,amifostine,DB01006,DB01143,ACH-000655,brain,-2.43826140152641,0.0,0.2245365977287292
14311,letrozole,amifostine,DB01006,DB01143,ACH-000651,large_intestine,0.860008924519927,1.0,0.2112945467233657
14312,letrozole,amifostine,DB01006,DB01143,ACH-001151,ovary,-1.74091965920035,0.0,0.2216912657022476
14313,letrozole,amifostine,DB01006,DB01143,ACH-000343,lung,-0.0155387481002141,0.0,0.2103404402732849
14314,mitotane,amifostine,DB00648,DB01143,ACH-000463,lung,0.180134724282457,1.0,0.27670818567276
14315,mitotane,amifostine,DB00648,DB01143,ACH-000651,large_intestine,-1.66548682483425,0.0,0.2273368537425995
14316,mitotane,amifostine,DB00648,DB01143,ACH-000046,kidney,1.36882967468328,1.0,0.2463726699352264
14317,mitotane,amifostine,DB00648,DB01143,ACH-000825,lung,-6.17377512938014,0.0,0.2592668235301971
14318,mitotane,amifostine,DB00648,DB01143,ACH-000750,skin,1.6227754030128,1.0,0.2394742518663406
14319,mitotane,amifostine,DB00648,DB01143,ACH-000817,haematopoietic_and_lymphoid,-0.635283089533356,0.0,0.2688114047050476
14320,mitotane,amifostine,DB00648,DB01143,ACH-000555,kidney,0.161669612323918,1.0,0.2730024456977844
14321,mitotane,amifostine,DB00648,DB01143,ACH-000019,breast,1.65438846908873,1.0,0.2463849484920501
14322,mitotane,amifostine,DB00648,DB01143,ACH-000090,prostate,5.48327820134825,1.0,0.2911303639411926
14323,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000463,lung,-1.33320825473112,0.0,0.1661107391119003
14324,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-001151,ovary,-33.6196021195421,0.0,0.1458239555358886
14325,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000966,ovary,0.561999060000295,1.0,0.1634914129972458
14326,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000825,lung,-58.45721294274,0.0,0.1566385775804519
14327,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000551,haematopoietic_and_lymphoid,-29.8724070053623,0.0,0.1736385226249694
14328,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000433,kidney,-58.1578428195386,0.0,0.1356671154499054
14329,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000997,large_intestine,-31.9952623496872,0.0,0.1427952349185943
14330,6-Mercaptopurine,amifostine,DB01033,DB01143,ACH-000969,large_intestine,-63.3506546486955,0.0,0.1373249590396881
14331,thalidomide,amifostine,DB01041,DB01143,ACH-000477,skin,-1.33298985967559,0.0,0.2394332736730575
14332,thalidomide,amifostine,DB01041,DB01143,ACH-000288,breast,0.918896220199478,1.0,0.2497565150260925
14333,thalidomide,amifostine,DB01041,DB01143,ACH-000376,brain,-23.7397540704348,0.0,0.2392195910215377
14334,thalidomide,amifostine,DB01041,DB01143,ACH-000971,large_intestine,8.29949325331649,1.0,0.2143744379281997
14335,thalidomide,amifostine,DB01041,DB01143,ACH-000273,brain,-27.3682202175239,0.0,0.2125874906778335
14336,thalidomide,amifostine,DB01041,DB01143,ACH-001151,ovary,-0.771897495544767,0.0,0.2221708744764328
14337,thalidomide,amifostine,DB01041,DB01143,ACH-000861,lung,7.05046896880299,1.0,0.2712469100952148
14338,thalidomide,amifostine,DB01041,DB01143,ACH-000552,large_intestine,1.12939085897743,1.0,0.2349625378847122
14339,thalidomide,amifostine,DB01041,DB01143,ACH-000617,ovary,-5.04884727293184,0.0,0.1911993026733398
14340,thalidomide,amifostine,DB01041,DB01143,ACH-000696,ovary,-1.68129268175103,0.0,0.2226420640945434
14341,thalidomide,amifostine,DB01041,DB01143,ACH-000730,skin,4.19781071543945,1.0,0.2662390172481537
14342,Retinoic acid,amifostine,DB00523,DB01143,ACH-000811,ovary,-3.73422358073154,0.0,0.2301144748926162
14343,Retinoic acid,amifostine,DB00523,DB01143,ACH-000288,breast,-0.997777707670318,0.0,0.2545040547847748
14344,Retinoic acid,amifostine,DB00523,DB01143,ACH-000615,skin,0.188071951900468,1.0,0.2635241448879242
14345,Retinoic acid,amifostine,DB00523,DB01143,ACH-000343,lung,-0.292293005098164,0.0,0.2214042842388153
14346,Retinoic acid,amifostine,DB00523,DB01143,ACH-000825,lung,-0.95632303436065,0.0,0.2412958592176437
14347,Retinoic acid,amifostine,DB00523,DB01143,ACH-000579,skin,-14.3699470883368,0.0,0.2805911004543304
14348,Retinoic acid,amifostine,DB00523,DB01143,ACH-000555,kidney,-4.19617843756285,0.0,0.2507810890674591
14349,Retinoic acid,amifostine,DB00523,DB01143,ACH-000019,breast,-10.1830620904652,0.0,0.2255551666021347
14350,Retinoic acid,amifostine,DB00523,DB01143,ACH-000433,kidney,-4.37990805260332,0.0,0.2244803458452224
14351,Retinoic acid,amifostine,DB00523,DB01143,ACH-000090,prostate,1.97436106572276,1.0,0.2660165727138519
14352,Sorafenib,amifostine,DB00398,DB01143,ACH-000504,brain,2.71739839405916,1.0,0.2470001429319381
14353,Sorafenib,amifostine,DB00398,DB01143,ACH-000001,ovary,-1.75158642483588,0.0,0.1921501159667968
14354,Sorafenib,amifostine,DB00398,DB01143,ACH-000966,ovary,-3.18691573745773,0.0,0.2391760200262069
14355,Sorafenib,amifostine,DB00398,DB01143,ACH-000861,lung,10.6695060666749,1.0,0.2676960229873657
