"","Drug2","Drug1","Drug2_ID","Drug1_ID","DepMap_ID","Tissue","Loewe.score","Actuals","Proba"
"13276","Fulvestrant","Vepesid J","DB00947","DB00773","ACH-000148","breast",-8.33152258100236,0,0.405889242887497
"13277","Fulvestrant","Vepesid J","DB00947","DB00773","ACH-000147","breast",-1.95762774770119,0,0.480466246604919
"13278","Fulvestrant","Vepesid J","DB00947","DB00773","ACH-000433","kidney",-8.81436999316193,0,0.394380211830139
"13279","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000504","brain",-4.11014688943805,0,0.307130217552185
"13280","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000811","ovary",-7.6288445451588,0,0.198972702026367
"13281","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000971","large_intestine",-8.04171614425956,0,0.208812192082405
"13282","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000555","kidney",-3.6073992968429,0,0.273845940828323
"13283","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000617","ovary",-3.13677393882256,0,0.13284869492054
"13284","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000849","breast",-7.86937318812249,0,0.251323103904724
"13285","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000997","large_intestine",-0.0435420869579763,0,0.288887411355972
"13286","Crizotinib","Vepesid J","DB08865","DB00773","ACH-000969","large_intestine",-0.148780266866016,0,0.233671560883522
"13287","Crizotinib","etoposide","DB08865","DB00773","ACH-000304","skin",1.19356118423687,1,0.278804063796997
"13288","Crizotinib","etoposide","DB08865","DB00773","ACH-000219","skin",11.8178335417673,1,0.440230309963226
"13289","Crizotinib","etoposide","DB08865","DB00773","ACH-000450","skin",-10.3736941383606,0,0.352668464183807
"13290","001, RAD","etoposide","DB01590","DB00773","ACH-000572","skin",-10.5478928036623,0,0.457199960947037
"13291","001, RAD","etoposide","DB01590","DB00773","ACH-000987","skin",7.05345332525944,1,0.4778011739254
"13292","Enzastaurin","etoposide","DB06486","DB00773","ACH-000348","skin",-4.14039818945389,0,0.444373250007629
"13293","Enzastaurin","etoposide","DB06486","DB00773","ACH-000788","skin",-8.66221099148994,0,0.42406165599823
"13294","Enzastaurin","etoposide","DB06486","DB00773","ACH-000615","skin",14.3149291045561,1,0.409576833248138
"13295","Enzastaurin","etoposide","DB06486","DB00773","ACH-000450","skin",-26.6373750677354,0,0.408667653799057
"13296","Enzastaurin","etoposide","DB06486","DB00773","ACH-000401","skin",-59.8384737760892,0,0.307356745004654
"13297","Bortezomib","Vepesid J","DB00188","DB00773","ACH-000046","kidney",1.18682886468969,1,0.169406697154045
"13298","Bortezomib","Vepesid J","DB00188","DB00773","ACH-001151","ovary",-1.50507032955058,0,0.192108303308487
"13299","Bortezomib","Vepesid J","DB00188","DB00773","ACH-000861","lung",-2.77318548603066,0,0.206099435687065
"13300","Bortezomib","Vepesid J","DB00188","DB00773","ACH-000617","ovary",0.677078599588855,1,0.186983212828636
"13301","Bortezomib","Vepesid J","DB00188","DB00773","ACH-000696","ovary",-2.61952247368755,0,0.201147988438606
"13302","Bortezomib","Vepesid J","DB00188","DB00773","ACH-000969","large_intestine",-0.54597444945753,0,0.194923639297485
"13303","Bortezomib","etoposide","DB00188","DB00773","ACH-000304","skin",-34.0691637931531,0,0.201897725462914
"13304","Bortezomib","etoposide","DB00188","DB00773","ACH-000008","skin",22.6899332673931,1,0.207894504070282
"13305","Bortezomib","etoposide","DB00188","DB00773","ACH-000915","skin",-14.3502713686538,0,0.186603412032127
"13306","MK-1775","etoposide","DB11740","DB00773","ACH-000572","skin",2.46577203722723,1,0.627478837966919
"13307","MK-1775","etoposide","DB11740","DB00773","ACH-000401","skin",-11.5371481037201,0,0.343665033578873
"13308","MK-1775","etoposide","DB11740","DB00773","ACH-000987","skin",7.91150071185199,1,0.745654881000519
"13309","Selumetinib","etoposide","DB11689","DB00773","ACH-000788","skin",-15.4976826894254,0,0.424378514289856
"13310","Selumetinib","etoposide","DB11689","DB00773","ACH-000750","skin",4.07236234212797,1,0.30011174082756
"13311","Selumetinib","etoposide","DB11689","DB00773","ACH-000401","skin",5.70474403894922,1,0.291104972362518
"13312","Cediranib","etoposide","DB04849","DB00773","ACH-000425","skin",-13.8436927726282,0,0.360962688922882
"13313","racemic-Tasocitinib","etoposide","DB08895","DB00773","ACH-000348","skin",-17.8525168870733,0,0.40081724524498
"13314","racemic-Tasocitinib","etoposide","DB08895","DB00773","ACH-000614","skin",-9.9082446837924,0,0.379286289215088
"13315","racemic-Tasocitinib","etoposide","DB08895","DB00773","ACH-000401","skin",-5.310858914103,0,0.255490660667419
"13316","dorsomorphin","etoposide","DB08597","DB00773","ACH-000788","skin",-21.0455119399993,0,0.380752205848694
"13317","dorsomorphin","etoposide","DB08597","DB00773","ACH-000614","skin",-7.58787536515705,0,0.424582570791245
"13318","dorsomorphin","etoposide","DB08597","DB00773","ACH-000730","skin",7.93635619095828,1,0.27534019947052
"13319","GW0742","etoposide","DB05416","DB00773","ACH-000219","skin",-1.69217022085576,0,0.409194320440292
"13320","GW0742","etoposide","DB05416","DB00773","ACH-000644","skin",14.7776774786483,1,0.308659970760345
"13321","GW9662","etoposide","DB07863","DB00773","ACH-001190","skin",-13.9525345628867,0,0.278983891010284
"13322","GW9662","etoposide","DB07863","DB00773","ACH-000615","skin",11.8379876309598,1,0.271870404481888
"13323","GW9662","etoposide","DB07863","DB00773","ACH-000644","skin",5.66462321197827,1,0.312172651290893
"13324","GW9662","etoposide","DB07863","DB00773","ACH-000572","skin",7.45066290665117,1,0.416602790355682
"13325","GW9662","etoposide","DB07863","DB00773","ACH-000401","skin",12.3628497612136,1,0.226779893040657
"13326","GW9662","etoposide","DB07863","DB00773","ACH-000987","skin",1.17851179177895,1,0.350074052810669
"13327","Pioglitazone","etoposide","DB01132","DB00773","ACH-000788","skin",-8.61949356810049,0,0.308470636606216
"13328","Pioglitazone","etoposide","DB01132","DB00773","ACH-000614","skin",-12.2033496587722,0,0.333990275859833
"13329","Pioglitazone","etoposide","DB01132","DB00773","ACH-000579","skin",-14.8703392518418,0,0.263694941997528
"13330","Pioglitazone","etoposide","DB01132","DB00773","ACH-000450","skin",-13.4971420969939,0,0.336400389671326
"13331","Pioglitazone","etoposide","DB01132","DB00773","ACH-000401","skin",3.1302845392416,1,0.269057273864746
"13332","SNS-314","etoposide","DB06134","DB00773","ACH-000348","skin",-25.6677263394567,0,0.431383609771729
"13333","SNS-314","etoposide","DB06134","DB00773","ACH-000615","skin",-5.53994346705963,0,0.412079185247421
"13334","SNS-314","etoposide","DB06134","DB00773","ACH-000750","skin",-8.95242211879806,0,0.303513526916504
"13335","su6656","etoposide","DB08039","DB00773","ACH-000008","skin",8.25496792400969,1,0.532180964946747
"13336","su6656","etoposide","DB08039","DB00773","ACH-000968","skin",3.58354059299788,1,0.50869345664978
"13337","su6656","etoposide","DB08039","DB00773","ACH-000579","skin",-12.1846681574063,0,0.505833387374878
"13338","su6656","etoposide","DB08039","DB00773","ACH-000450","skin",-4.33650519856205,0,0.449232637882233
"13339","su6656","etoposide","DB08039","DB00773","ACH-000987","skin",-3.51503369350791,0,0.569821417331696
"13340","T0901317","etoposide","DB07080","DB00773","ACH-000968","skin",-0.158009813313141,0,0.450142204761505
"13341","T0901317","etoposide","DB07080","DB00773","ACH-000614","skin",-19.0572335756156,0,0.424416869878769
"13342","TCS 401","etoposide","DB03670","DB00773","ACH-000008","skin",3.15355980341195,1,0.284861117601395
"13343","TCS 401","etoposide","DB03670","DB00773","ACH-000348","skin",2.68580686203092,1,0.345166385173798
"13344","TCS 401","etoposide","DB03670","DB00773","ACH-000615","skin",28.1523920381654,1,0.259064763784409
"13345","TCS 401","etoposide","DB03670","DB00773","ACH-000987","skin",6.44966248623436,1,0.351721793413162
"13346","Tipifarnib","etoposide","DB04960","DB00773","ACH-000348","skin",-19.181583589966,0,0.518582344055176
"13347","Tipifarnib","etoposide","DB04960","DB00773","ACH-000425","skin",-12.757343589469,0,0.625131964683533
"13348","Tipifarnib","etoposide","DB04960","DB00773","ACH-000614","skin",6.65907790435799,1,0.564866065979004
"13349","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000504","brain",-13.6087038439437,0,0.167412772774696
"13350","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000477","skin",-8.42001404525709,0,0.174959480762482
"13351","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000376","brain",0.773720884809978,1,0.18912248313427
"13352","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000425","skin",-3.36091681528021,0,0.25139108300209
"13353","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000651","large_intestine",-6.26186918541668,0,0.151218429207802
"13354","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000001","ovary",4.23022203882736,1,0.156079158186913
"13355","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000861","lung",-7.03149799601351,0,0.111045643687248
"13356","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000552","large_intestine",-3.46648036384296,0,0.22388568520546
"13357","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000750","skin",-1.87407542625228,0,0.199671149253845
"13358","7-Ethyl-10-hydroxycamptothecin","Vepesid J","DB05482","DB00773","ACH-000090","prostate",-5.30991435349516,0,0.23757104575634
"13359","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-001151","ovary",-11.9295931150721,0,0.201618328690529
"13360","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000966","ovary",-11.938654741816,0,0.239451020956039
"13361","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000861","lung",-16.9241902094772,0,0.239230692386627
"13362","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000552","large_intestine",-10.0919741988078,0,0.215451315045357
"13363","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000817","haematopoietic_and_lymphoid",-16.8473985482383,0,0.167744696140289
"13364","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000696","ovary",-20.1566325776482,0,0.205674976110458
"13365","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000849","breast",-13.944392335863,0,0.196643114089966
"13366","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000090","prostate",-25.3225361728674,0,0.187877222895622
"13367","hydroxyurea","Vepesid J","DB01005","DB00773","ACH-000428","kidney",-15.0643038582482,0,0.245395660400391
"13368","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000504","brain",-3.94491741285884,0,0.288011580705643
"13369","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000655","brain",-0.0221302363686394,0,0.299023985862732
"13370","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000001","ovary",-10.9514967875062,0,0.205827981233597
"13371","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000343","lung",-1.83484268321718,0,0.277281284332275
"13372","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000861","lung",-2.85383768343271,0,0.372927486896515
"13373","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000817","haematopoietic_and_lymphoid",7.1208514633256,1,0.254361987113953
"13374","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000768","breast",1.70970432885953,1,0.289488941431045
"13375","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000147","breast",-6.84697745698596,0,0.381524741649628
"13376","Quinacrine hydrochloride","Vepesid J","DB01103","DB00773","ACH-000019","breast",-0.447932791881539,0,0.326694160699844
"13377","Erlotinib hydrochloride","Vepesid J","DB00530","DB00773","ACH-000376","brain",-5.3231021656838,0,0.400282949209213
"13378","Erlotinib hydrochloride","Vepesid J","DB00530","DB00773","ACH-000861","lung",-5.48447887335827,0,0.607977569103241
"13379","Erlotinib hydrochloride","Vepesid J","DB00530","DB00773","ACH-000019","breast",2.03527672958496,1,0.46554970741272
"13380","Erlotinib hydrochloride","Vepesid J","DB00530","DB00773","ACH-000428","kidney",4.07938368059554,1,0.553011059761047
"13381","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000617","ovary",-0.944947267350447,0,0.197962552309036
"13382","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000849","breast",-7.18124587678774,0,0.219197049736977
"13383","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000019","breast",-4.18408772878917,0,0.290193438529968
"13384","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000433","kidney",-2.16537534170334,0,0.222664624452591
"13385","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000090","prostate",-0.73306166070673,0,0.287367135286331
"13386","Sunitinib","Vepesid J","DB01268","DB00773","ACH-000428","kidney",-0.256086139651757,0,0.362718462944031
"13387","Sunitinib","etoposide","DB01268","DB00773","ACH-000915","skin",-15.3168557045891,0,0.215950950980186
"13388","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000900","lung",-48.215538047776,0,0.165825098752975
"13389","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000811","ovary",-17.2956947994627,0,0.169936016201973
"13390","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000288","breast",-23.0993674749408,0,0.165077656507492
"13391","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000376","brain",-53.3731103338679,0,0.182015299797058
"13392","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000649","kidney",-31.1284099728147,0,0.146434023976326
"13393","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000579","skin",-13.9508535511636,0,0.192663580179214
"13394","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000750","skin",-8.36200213315226,0,0.159325033426285
"13395","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000768","breast",-6.74557409860978,0,0.168155744671822
"13396","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000147","breast",-49.9887571133638,0,0.203183099627495
"13397","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000849","breast",-22.6420119359678,0,0.160499840974808
"13398","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000706","lung",-24.0101204473112,0,0.16590116918087
"13399","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000090","prostate",-44.6467962138004,0,0.154372245073318
"13400","ifosfamide","Vepesid J","DB01181","DB00773","ACH-000428","kidney",-23.2502809185941,0,0.207087114453316
"13401","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000288","breast",0.915956114737334,1,0.219357565045357
"13402","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000861","lung",-1.96773161187991,0,0.236902892589569
"13403","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000551","haematopoietic_and_lymphoid",-3.68701129931923,0,0.23731991648674
"13404","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000768","breast",1.46524077450187,1,0.241570249199867
"13405","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000617","ovary",-0.985624772598663,0,0.254197001457214
"13406","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000090","prostate",-1.78094640269868,0,0.295290499925613
"13407","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000969","large_intestine",-5.39566389041757,0,0.255906343460083
"13408","Ixabepilone","Vepesid J","DB04845","DB00773","ACH-000428","kidney",-0.0767942899498852,0,0.336740523576736
"13409","thalidomide","Vepesid J","DB01041","DB00773","ACH-000811","ovary",-7.06047329474509,0,0.259309262037277
"13410","thalidomide","Vepesid J","DB01041","DB00773","ACH-000001","ovary",-23.5319377329308,0,0.216707214713097
"13411","thalidomide","Vepesid J","DB01041","DB00773","ACH-000649","kidney",-16.9877362583596,0,0.284836143255234
"13412","thalidomide","Vepesid J","DB01041","DB00773","ACH-000825","lung",-15.0691645980862,0,0.2696712911129
"13413","thalidomide","Vepesid J","DB01041","DB00773","ACH-000861","lung",-20.426272293661,0,0.251689970493317
"13414","thalidomide","Vepesid J","DB01041","DB00773","ACH-000555","kidney",-19.6332030188683,0,0.275326102972031
"13415","thalidomide","Vepesid J","DB01041","DB00773","ACH-000617","ovary",1.80156372862204,1,0.227509543299675
"13416","thalidomide","Vepesid J","DB01041","DB00773","ACH-000997","large_intestine",-33.4853868006963,0,0.234104543924332
"13417","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000504","brain",-11.5349123422964,0,0.332342177629471
"13418","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000655","brain",-11.2289576357692,0,0.234351545572281
"13419","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000651","large_intestine",-9.55344216510876,0,0.219564855098724
"13420","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000649","kidney",-6.27138127485242,0,0.288355439901352
"13421","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000966","ovary",2.23089962357104,1,0.31537264585495
"13422","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000768","breast",2.25295138026938,1,0.280013591051102
"13423","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000617","ovary",-0.328824731006681,0,0.2484360486269
"13424","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000849","breast",-28.7486943856202,0,0.301533907651901
"13425","Vinblastine sulfate","Vepesid J","DB00570","DB00773","ACH-000706","lung",-24.4432542589558,0,0.307826727628708
"13426","bleomycin","Vepesid J","DB00290","DB00773","ACH-000477","skin",-4.9783824423768,0,0.300377398729324
"13427","bleomycin","Vepesid J","DB00290","DB00773","ACH-000681","lung",3.09103377659399,1,0.312659949064255
"13428","bleomycin","Vepesid J","DB00290","DB00773","ACH-000750","skin",0.736561668668693,1,0.246805354952812
"13429","bleomycin","Vepesid J","DB00290","DB00773","ACH-000433","kidney",3.8899346992588,1,0.256349980831146
"13430","bleomycin","Vepesid J","DB00290","DB00773","ACH-000706","lung",0.64918567363611,1,0.305479317903519
"13431","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000971","large_intestine",-13.1216585166848,0,0.224598631262779
"13432","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000046","kidney",-1.12050841280402,0,0.243420854210853
"13433","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000001","ovary",-0.611017735057216,0,0.220878645777702
"13434","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000681","lung",1.2232306681427,1,0.235318139195442
"13435","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000552","large_intestine",-16.386719660681,0,0.28521266579628
"13436","Pralatrexate","Vepesid J","DB06813","DB00773","ACH-000969","large_intestine",-2.99698028007855,0,0.255015790462494
"13437","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000504","brain",-21.1663111384782,0,0.116558343172073
"13438","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000811","ovary",-24.277672097804,0,0.0871843919157981
"13439","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-001151","ovary",-13.4043786859427,0,0.102475143969059
"13440","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000681","lung",-7.339496995422,0,0.103880137205124
"13441","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000825","lung",-15.8528243772509,0,0.098703995347023
"13442","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000555","kidney",-2.30032837270177,0,0.110525831580162
"13443","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000696","ovary",-17.1542876225392,0,0.0996270626783371
"13444","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000706","lung",2.1960023136152,1,0.188990831375122
"13445","6-Mercaptopurine","Vepesid J","DB01033","DB00773","ACH-000730","skin",-6.84061481782526,0,0.15270659327507
"13446","mitotane","Vepesid J","DB00648","DB00773","ACH-000811","ovary",-14.8074982456729,0,0.296995401382446
"13447","mitotane","Vepesid J","DB00648","DB00773","ACH-000376","brain",-33.6612051009981,0,0.322893768548965
"13448","mitotane","Vepesid J","DB00648","DB00773","ACH-000971","large_intestine",-14.3174469676741,0,0.29259517788887
"13449","mitotane","Vepesid J","DB00648","DB00773","ACH-000425","skin",-26.8998362602454,0,0.399540781974792
"13450","mitotane","Vepesid J","DB00648","DB00773","ACH-000655","brain",-12.8771249484632,0,0.326179295778274
"13451","mitotane","Vepesid J","DB00648","DB00773","ACH-000681","lung",-22.6456881287739,0,0.30432203412056
"13452","mitotane","Vepesid J","DB00648","DB00773","ACH-000343","lung",-6.85695221271443,0,0.32001468539238
"13453","mitotane","Vepesid J","DB00648","DB00773","ACH-000019","breast",-17.5966511369946,0,0.381535083055496
"13454","mitotane","Vepesid J","DB00648","DB00773","ACH-000706","lung",-16.6440299230253,0,0.337030708789825
"13455","mitotane","Vepesid J","DB00648","DB00773","ACH-000997","large_intestine",-30.2147445896073,0,0.306376934051514
"13456","mitotane","Vepesid J","DB00648","DB00773","ACH-000969","large_intestine",-9.43730980291742,0,0.311817348003387
"13457","anastrozole","Vepesid J","DB01217","DB00773","ACH-000463","lung",-7.52769525655895,0,0.3448845744133
"13458","anastrozole","Vepesid J","DB01217","DB00773","ACH-001151","ovary",-0.015586922695732,0,0.242628112435341
"13459","anastrozole","Vepesid J","DB01217","DB00773","ACH-000861","lung",-1.41386248754302,0,0.280339270830154
"13460","anastrozole","Vepesid J","DB01217","DB00773","ACH-000232","brain",-3.37517408319118,0,0.287580817937851
"13461","anastrozole","Vepesid J","DB01217","DB00773","ACH-000617","ovary",-2.40227305682428,0,0.250121474266052
"13462","anastrozole","Vepesid J","DB01217","DB00773","ACH-000849","breast",-0.981861026341162,0,0.317385703325272
"13463","anastrozole","Vepesid J","DB01217","DB00773","ACH-000730","skin",-9.57021260585749,0,0.287718117237091
"13464","anastrozole","Vepesid J","DB01217","DB00773","ACH-000997","large_intestine",-2.87977370804495,0,0.310205221176147
"13465","anastrozole","Vepesid J","DB01217","DB00773","ACH-000428","kidney",-0.99779225097404,0,0.380245506763458
"13466","IMIQUIMOD","Vepesid J","DB00724","DB00773","ACH-000288","breast",-5.90357102089627,0,0.244027033448219
"13467","IMIQUIMOD","Vepesid J","DB00724","DB00773","ACH-000971","large_intestine",-6.9614593381324,0,0.284600079059601
"13468","IMIQUIMOD","Vepesid J","DB00724","DB00773","ACH-000966","ovary",-8.15022266667672,0,0.256325155496597
"13469","IMIQUIMOD","Vepesid J","DB00724","DB00773","ACH-000861","lung",-7.46868140447914,0,0.253849625587463
"13470","IMIQUIMOD","Vepesid J","DB00724","DB00773","ACH-000817","haematopoietic_and_lymphoid",-15.2410905306235,0,0.247830376029015
"13471","methotrexate","Vepesid J","DB00563","DB00773","ACH-000463","lung",-1.15981134649738,0,0.147876009345055
"13472","methotrexate","Vepesid J","DB00563","DB00773","ACH-000477","skin",-3.03771282903997,0,0.160049349069595
"13473","methotrexate","Vepesid J","DB00563","DB00773","ACH-000376","brain",-2.09741092800449,0,0.135232612490654
"13474","methotrexate","Vepesid J","DB00563","DB00773","ACH-000615","skin",-1.97286260949682,0,0.132454052567482
"13475","methotrexate","Vepesid J","DB00563","DB00773","ACH-000681","lung",-2.65528042004108,0,0.146970883011818
"13476","methotrexate","Vepesid J","DB00563","DB00773","ACH-000966","ovary",-4.98930563656344,0,0.152407556772232
"13477","methotrexate","Vepesid J","DB00563","DB00773","ACH-000817","haematopoietic_and_lymphoid",-3.35184698299298,0,0.134535953402519
"13478","methotrexate","Vepesid J","DB00563","DB00773","ACH-000367","lung",1.6089647089754,1,0.13599020242691
"13479","methotrexate","Vepesid J","DB00563","DB00773","ACH-000768","breast",1.25555553514334,1,0.137942910194397
"13480","methotrexate","Vepesid J","DB00563","DB00773","ACH-000849","breast",-2.70031888067931,0,0.153447970747948
"13481","amifostine","Vepesid J","DB01143","DB00773","ACH-000463","lung",-29.9352032639232,0,0.224939897656441
"13482","amifostine","Vepesid J","DB01143","DB00773","ACH-000971","large_intestine",-1.81834811023514,0,0.16388326883316
"13483","amifostine","Vepesid J","DB01143","DB00773","ACH-000615","skin",-12.6132023712832,0,0.182833284139633
"13484","amifostine","Vepesid J","DB01143","DB00773","ACH-000343","lung",-32.8159071692614,0,0.227223232388496
"13485","amifostine","Vepesid J","DB01143","DB00773","ACH-000861","lung",-29.9348224970055,0,0.19372946023941
"13486","amifostine","Vepesid J","DB01143","DB00773","ACH-000552","large_intestine",-56.2185727044587,0,0.200313329696655
"13487","amifostine","Vepesid J","DB01143","DB00773","ACH-000148","breast",-14.7924931073431,0,0.191691517829895
"13488","amifostine","Vepesid J","DB01143","DB00773","ACH-000849","breast",-22.930500567429,0,0.219596937298775
"13489","Dasatinib","Vepesid J","DB01254","DB00773","ACH-000504","brain",-5.44282383880858,0,0.5103879570961
"13490","Dasatinib","Vepesid J","DB01254","DB00773","ACH-000551","haematopoietic_and_lymphoid",-1.83696534221726,0,0.308370649814606
"13491","Dasatinib","Vepesid J","DB01254","DB00773","ACH-000148","breast",3.92822239081585,1,0.503758609294891
"13492","Dasatinib","Vepesid J","DB01254","DB00773","ACH-000849","breast",1.49196299693467,1,0.51094776391983
"13493","Dasatinib","etoposide","DB01254","DB00773","ACH-000644","skin",6.73193880048285,1,0.374064594507217
"13494","Dasatinib","etoposide","DB01254","DB00773","ACH-000401","skin",-18.6341326066038,0,0.292905658483505
"13495","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000900","lung",-36.0136711882184,0,0.242153480648994
"13496","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000477","skin",-20.2638220226568,0,0.255556285381317
"13497","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000971","large_intestine",-33.2245204136745,0,0.254173189401627
"13498","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000615","skin",-15.2558020674782,0,0.24007311463356
"13499","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000825","lung",-28.2384571954761,0,0.255354344844818
"13500","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000552","large_intestine",-29.9859332743285,0,0.272253066301346
"13501","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000750","skin",-36.3583716917421,0,0.220795556902885
"13502","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000696","ovary",-32.8319052550387,0,0.266982942819595
"13503","Zoledronic acid","Vepesid J","DB00399","DB00773","ACH-000090","prostate",-2.68531982446852,0,0.24089889228344
"13504","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000811","ovary",-9.42194269011733,0,0.168676808476448
"13505","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000425","skin",-27.5669473713565,0,0.235106036067009
"13506","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000651","large_intestine",-14.2713834286183,0,0.181658193469047
"13507","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000615","skin",-16.8095311251614,0,0.188079968094826
"13508","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000046","kidney",-26.3422615015154,0,0.17101739346981
"13509","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-001151","ovary",-3.19754295796885,0,0.195258155465126
"13510","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000849","breast",-17.4984688040811,0,0.214001789689064
"13511","Procarbazine hydrochloride","Vepesid J","DB01168","DB00773","ACH-000433","kidney",-35.662672462132,0,0.168240278959274
"13512","TOPOTECAN HYDROCHLORIDE","Vepesid J","DB01030","DB00773","ACH-000425","skin",-1.73553178054959,0,0.246091216802597
"13513","TOPOTECAN HYDROCHLORIDE","Vepesid J","DB01030","DB00773","ACH-000655","brain",-11.3039962665358,0,0.133889496326447
