"","Drug1","Drug2","Drug1_ID","Drug2_ID","DepMap_ID","Tissue","Loewe.score","Actuals","Proba"
"18222","methotrexate","CHEMBL277800","DB00563","DB00631","ACH-000376","brain",-11.025539678385,0,0.0930480659008026
"18223","vinblastine","CHEMBL277800","DB00570","DB00631","ACH-000273","brain",-38.0617409626643,0,0.25286540389061
"18224","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000463","lung",-5.21922696309419,0,0.111658446490765
"18225","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000649","kidney",-15.0729747851496,0,0.0944917947053909
"18226","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000861","lung",-7.5999411171113,0,0.0982396453619003
"18227","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000768","breast",-5.73360281537233,0,0.188552036881447
"18228","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000617","ovary",-4.19137149524049,0,0.126966789364815
"18229","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000696","ovary",-10.4039393519044,0,0.115553952753544
"18230","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000433","kidney",-6.89118480171656,0,0.13345804810524
"18231","etoposide","CHEMBL277800","DB00773","DB00631","ACH-000706","lung",-14.594941576551,0,0.166356667876244
"18232","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000463","lung",-8.07301731187655,0,0.205493196845055
"18233","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000651","large_intestine",0.288944413589806,1,0.165350779891014
"18234","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000966","ovary",-4.87667688155771,0,0.149584174156189
"18235","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000343","lung",-2.88055773653539,0,0.111804038286209
"18236","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000750","skin",-17.0508917166167,0,0.159232631325722
"18237","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000232","brain",0.405759656138213,1,0.181138753890991
"18238","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000433","kidney",-34.693624066384,0,0.122034534811974
"18239","paclitaxel","CHEMBL277800","DB01229","DB00631","ACH-000969","large_intestine",-4.14466229171099,0,0.166904449462891
"18240","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000477","skin",-11.4107750376398,0,0.111732050776482
"18241","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000655","brain",-39.3774378207851,0,0.0477069318294525
"18242","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000615","skin",-2.20127024475401,0,0.051721129566431
"18243","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000555","kidney",-9.71268272439425,0,0.0666550174355506
"18244","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000232","brain",-9.83031577406734,0,0.0681328773498535
"18245","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000706","lung",-17.312241239509,0,0.125871539115906
"18246","7-Ethyl-10-hydroxycamptothecin","CHEMBL277800","DB05482","DB00631","ACH-000730","skin",7.83491230859239,1,0.0974613428115844
"18247","Lapatinib","CHEMBL277800","DB01259","DB00631","ACH-000655","brain",-8.85914404846266,0,0.102622114121914
"18248","Lapatinib","CHEMBL277800","DB01259","DB00631","ACH-000750","skin",-12.5687934242708,0,0.100534997880459
"18249","Lapatinib","CHEMBL277800","DB01259","DB00631","ACH-000148","breast",-4.68960938891977,0,0.155755370855331
"18250","Lapatinib","CHEMBL277800","DB01259","DB00631","ACH-000232","brain",-4.52673382359572,0,0.138614609837532
"18251","Lapatinib","CHEMBL277800","DB01259","DB00631","ACH-000090","prostate",-16.0555263918344,0,0.188002377748489
"18252","Erlotinib","CHEMBL277800","DB00530","DB00631","ACH-000811","ovary",-2.00493868211482,0,0.155023083090782
"18253","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000615","skin",-5.09721328561267,0,0.15382444858551
"18254","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000046","kidney",-29.0415557683693,0,0.0962884798645973
"18255","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000681","lung",-4.5129976172495,0,0.131228357553482
"18256","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000730","skin",-10.6137206736623,0,0.352787852287292
"18257","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000997","large_intestine",-5.98418997203072,0,0.136439263820648
"18258","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000090","prostate",-8.40883227128211,0,0.192554861307144
"18259","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000969","large_intestine",-7.27194778438405,0,0.242402613162994
"18260","158798-73-3","CHEMBL277800","DB01101","DB00631","ACH-000428","kidney",-5.38155742415007,0,0.196250155568123
"18261","Bortezomib","CHEMBL277800","DB00188","DB00631","ACH-000900","lung",-1.01428752975039,0,0.163958787918091
"18262","Imatinib","CHEMBL277800","DB00619","DB00631","ACH-000651","large_intestine",-7.86738386680381,0,0.183282822370529
"18263","topotecan","CHEMBL277800","DB01030","DB00631","ACH-000376","brain",-28.8610665640769,0,0.0683713629841804
"18264","topotecan","CHEMBL277800","DB01030","DB00631","ACH-000046","kidney",-9.53053210628209,0,0.0678246989846229
"18265","topotecan","CHEMBL277800","DB01030","DB00631","ACH-000649","kidney",-19.0855845644758,0,0.0614322051405906
"18266","topotecan","CHEMBL277800","DB01030","DB00631","ACH-000343","lung",-4.81392265536359,0,0.041087158024311
"18267","topotecan","CHEMBL277800","DB01030","DB00631","ACH-000750","skin",-16.1001408107848,0,0.092584028840065
"18268","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000288","breast",-4.38823718113597,0,0.117449700832367
"18269","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000376","brain",-9.49805608893543,0,0.130249753594398
"18270","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000681","lung",-1.67424569977541,0,0.106225840747356
"18271","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000555","kidney",-3.14847000949576,0,0.135147497057915
"18272","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000617","ovary",1.73162516725375,1,0.108447261154652
"18273","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000433","kidney",-17.9733735905409,0,0.103518687188625
"18274","Antibiotic AY 22989","CHEMBL277800","DB00877","DB00631","ACH-000969","large_intestine",-3.53741450434675,0,0.198926776647568
"18275","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000900","lung",-30.1736535053981,0,0.152702257037163
"18276","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-001190","skin",-43.5673444096565,0,0.164819955825806
"18277","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000273","brain",-10.2342135226549,0,0.127060428261757
"18278","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000681","lung",-20.3220978455788,0,0.112935945391655
"18279","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000579","skin",-17.9070240522718,0,0.123580574989319
"18280","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000817","haematopoietic_and_lymphoid",-7.83075536683972,0,0.221278578042984
"18281","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000367","lung",-0.517852806088674,0,0.113956056535244
"18282","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000148","breast",-1.36087634907122,0,0.159457370638847
"18283","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000232","brain",-28.7835700000616,0,0.148436889052391
"18284","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000617","ovary",-5.85874492224372,0,0.0704728364944458
"18285","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000433","kidney",-42.6698918285671,0,0.0582858249545097
"18286","Vismodegib","CHEMBL277800","DB08828","DB00631","ACH-000997","large_intestine",-40.2423571979716,0,0.134969472885132
"18287","Vincristine sulfate","CHEMBL277800","DB00541","DB00631","ACH-000477","skin",-16.5284666890713,0,0.200205519795418
"18288","Gefitinib","CHEMBL277800","DB00317","DB00631","ACH-000900","lung",-2.0767197238301,0,0.16180008649826
"18289","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000376","brain",-8.11094301897681,0,0.185212448239326
"18290","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000971","large_intestine",-50.9558069835324,0,0.253327518701553
"18291","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000425","skin",0.223970067693548,1,0.413918405771255
"18292","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000046","kidney",-3.36410404613616,0,0.117862194776535
"18293","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000681","lung",-7.01409162800256,0,0.15908083319664
"18294","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000551","haematopoietic_and_lymphoid",-8.62217292532085,0,0.284625262022018
"18295","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000579","skin",-2.08777225623895,0,0.253677248954773
"18296","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000148","breast",-4.78809971606579,0,0.238766819238663
"18297","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000147","breast",-6.81927699605673,0,0.303497940301895
"18298","Fludarabine","CHEMBL277800","DB01073","DB00631","ACH-000849","breast",-3.3640053184909,0,0.205355301499367
"18299","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000811","ovary",-33.4398116604229,0,0.204089030623436
"18300","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000655","brain",-3.18255858078165,0,0.157222405076027
"18301","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000615","skin",-15.3798768397791,0,0.174583986401558
"18302","lomustine","CHEMBL277800","DB01206","DB00631","ACH-001151","ovary",-9.71913588348603,0,0.299271881580353
"18303","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000681","lung",-24.8895759995275,0,0.172675162553787
"18304","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000579","skin",-13.2396477957347,0,0.224685356020927
"18305","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000148","breast",-0.857841951099829,0,0.223451912403107
"18306","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000555","kidney",-21.6988226473951,0,0.21742095053196
"18307","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000232","brain",-1.23686210857894,0,0.228713288903236
"18308","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000433","kidney",-7.25019744105501,0,0.0902859270572662
"18309","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000997","large_intestine",-16.1580699036825,0,0.181685760617256
"18310","lomustine","CHEMBL277800","DB01206","DB00631","ACH-000428","kidney",-2.3376157272129,0,0.208720937371254
"18311","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000655","brain",-4.79626991677445,0,0.0693828910589218
"18312","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000681","lung",-5.70121460098239,0,0.101291321218014
"18313","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000966","ovary",-2.02014896512313,0,0.11505950242281
"18314","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000343","lung",-7.63914816350713,0,0.0961531326174736
"18315","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000750","skin",-7.32942012342251,0,0.159841164946556
"18316","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000817","haematopoietic_and_lymphoid",0.841326634307836,1,0.13131956756115
"18317","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000232","brain",1.1765854244066,1,0.11391094326973
"18318","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000768","breast",-17.2645758626532,0,0.152553603053093
"18319","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000147","breast",-6.23144093488349,0,0.154719829559326
"18320","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000696","ovary",-20.6410890110975,0,0.105350330471992
"18321","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000969","large_intestine",-7.51424530044067,0,0.205116271972656
"18322","actinomycin D","CHEMBL277800","DB00970","DB00631","ACH-000428","kidney",-3.05980589365712,0,0.255863100290298
"18323","teniposide","CHEMBL277800","DB00444","DB00631","ACH-000971","large_intestine",-8.30968498975218,0,0.093124084174633
"18324","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000477","skin",-7.32879250756242,0,0.191677317023277
"18325","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000288","breast",-12.072402408633,0,0.15099523961544
"18326","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000971","large_intestine",-8.50540942225975,0,0.230648338794708
"18327","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000425","skin",-9.94170735295896,0,0.28210175037384
"18328","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000001","ovary",-14.1699083967729,0,0.200118094682693
"18329","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000966","ovary",-13.8207172024255,0,0.204842269420624
"18330","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000232","brain",-0.036621554526725,0,0.173815235495567
"18331","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000019","breast",-6.35745284434709,0,0.142854809761047
"18332","EXEMESTANE","CHEMBL277800","DB00990","DB00631","ACH-000969","large_intestine",-7.02267804443096,0,0.216146513819694
"18333","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000376","brain",-7.10134601183515,0,0.232718288898468
"18334","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000273","brain",1.70738971101056,1,0.233767911791801
"18335","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000681","lung",-3.64773541476079,0,0.208645895123482
"18336","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000552","large_intestine",-4.71440300176878,0,0.385922282934189
"18337","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000555","kidney",2.19383626271134,1,0.250140398740768
"18338","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000232","brain",-6.9091892584523,0,0.242426514625549
"18339","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000768","breast",-5.25123683869384,0,0.169500276446342
"18340","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000617","ovary",-2.54527106141256,0,0.122136250138283
"18341","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000019","breast",-3.36634165097179,0,0.172497451305389
"18342","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000504","brain",-5.27073188274143,0,0.26073369383812
"18343","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000861","lung",-4.49832852361769,0,0.29604971408844
"18344","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000551","haematopoietic_and_lymphoid",-22.9241459370594,0,0.297845423221588
"18345","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000617","ovary",-2.71856227690498,0,0.122136250138283
"18346","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000019","breast",-4.46753515788419,0,0.172497451305389
"18347","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000706","lung",-4.70287364107844,0,0.307871282100677
"18348","anastrozole","CHEMBL277800","DB01217","DB00631","ACH-000730","skin",1.48141919774028,1,0.345848888158798
"18349","Antibiotic AD 32","CHEMBL277800","DB00385","DB00631","ACH-000376","brain",-5.62875463187224,0,0.182905927300453
"18350","Dexrazoxane","CHEMBL277800","DB00380","DB00631","ACH-000477","skin",-5.94754276520598,0,0.205676048994064
"18351","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000811","ovary",-12.8759973930246,0,0.116723760962486
"18352","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000288","breast",0.000116078631675,1,0.101291485130787
"18353","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000971","large_intestine",-8.15035057556224,0,0.145187333226204
"18354","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000651","large_intestine",-6.35898361131678,0,0.158545210957527
"18355","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000681","lung",-2.60367189346366,0,0.0893981605768203
"18356","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000343","lung",-4.75534227740328,0,0.069250613451004
"18357","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000551","haematopoietic_and_lymphoid",-12.4539575270689,0,0.176843523979187
"18358","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000817","haematopoietic_and_lymphoid",-10.3446821606789,0,0.135907933115959
"18359","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000232","brain",-5.68419193470549,0,0.109126523137092
"18360","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000768","breast",-7.00125267483725,0,0.144299238920212
"18361","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000019","breast",-0.007535007976949,0,0.155897587537766
"18362","mitoxantrone","CHEMBL277800","DB01204","DB00631","ACH-000428","kidney",-1.75465975323127,0,0.215203642845154
"18363","Lenalidomide","CHEMBL277800","DB00480","DB00631","ACH-000504","brain",7.23090230459303,1,0.321353763341904
"18364","Pemetrexed","CHEMBL277800","DB00642","DB00631","ACH-000615","skin",-7.28959008874269,0,0.120247110724449
"18365","Pemetrexed","CHEMBL277800","DB00642","DB00631","ACH-000001","ovary",-0.514686543762843,0,0.180180996656418
"18366","Pemetrexed","CHEMBL277800","DB00642","DB00631","ACH-000649","kidney",-7.87244558938689,0,0.169761911034584
"18367","Pemetrexed","CHEMBL277800","DB00642","DB00631","ACH-000019","breast",-1.91451525762415,0,0.234993070363998
"18368","Pemetrexed","CHEMBL277800","DB00642","DB00631","ACH-000428","kidney",-8.98516915604147,0,0.238268002867699
"18369","MEGESTROL ACETATE","CHEMBL277800","DB00351","DB00631","ACH-000477","skin",-41.1890713889776,0,0.16571618616581
"18370","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000288","breast",-8.88260337337407,0,0.116375364363193
"18371","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000971","large_intestine",-11.6323416190802,0,0.130660071969032
"18372","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000046","kidney",-2.45407914699786,0,0.135047286748886
"18373","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000001","ovary",5.49106937345107,1,0.111122205853462
"18374","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-001151","ovary",0.0685426531745771,1,0.15358804166317
"18375","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000681","lung",-11.9106213839389,0,0.10567132383585
"18376","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000552","large_intestine",-3.2514901140709,0,0.163303941488266
"18377","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000750","skin",-2.78465482478939,0,0.123957142233849
"18378","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000768","breast",-8.71265865095483,0,0.185404136776924
"18379","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000019","breast",-0.305244779380908,0,0.0992430970072746
"18380","23541-50-6","CHEMBL277800","DB00694","DB00631","ACH-000090","prostate",-4.0477849580752,0,0.140523970127106
"18381","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-001190","skin",-34.246333487906,0,0.231668904423714
"18382","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000811","ovary",-30.3542758287518,0,0.127144977450371
"18383","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000477","skin",-1.39994417534882,0,0.144345670938492
"18384","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000376","brain",-7.7443370367391,0,0.146680608391762
"18385","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000001","ovary",-6.89019014910633,0,0.161149337887764
"18386","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-001151","ovary",-16.577401381526,0,0.22563448548317
"18387","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000579","skin",-4.17991952495594,0,0.184494450688362
"18388","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000232","brain",-28.4740904886636,0,0.153087824583054
"18389","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000768","breast",-19.3504326143963,0,0.115929290652275
"18390","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000696","ovary",-26.0933567146124,0,0.117770284414291
"18391","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000849","breast",-10.591702064576,0,0.159860819578171
"18392","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000019","breast",-11.1766372709979,0,0.0963567197322845
"18393","Vemurafenib","CHEMBL277800","DB08881","DB00631","ACH-000969","large_intestine",-27.6100902421481,0,0.214924454689026
"18394","Abiraterone","CHEMBL277800","DB05812","DB00631","ACH-000696","ovary",-14.6451521431652,0,0.111798904836178
"18395","Abiraterone","CHEMBL277800","DB05812","DB00631","ACH-000433","kidney",-16.920200255887,0,0.0654187723994255
"18396","Abiraterone","CHEMBL277800","DB05812","DB00631","ACH-000997","large_intestine",-31.5424855264448,0,0.136276304721832
"18397","Abiraterone","CHEMBL277800","DB05812","DB00631","ACH-000428","kidney",-16.841061007068,0,0.185923770070076
"18398","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000046","kidney",0.275020519246853,1,0.155690416693687
"18399","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000649","kidney",0.218379042284299,1,0.168060079216957
"18400","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000825","lung",7.82213291068187,1,0.15149661898613
"18401","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000232","brain",-1.47770622959497,0,0.158820629119873
"18402","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000768","breast",0.540825872259088,1,0.208677038550377
"18403","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000696","ovary",-2.39273197574576,0,0.142741531133652
"18404","CABAZITAXEL","CHEMBL277800","DB06772","DB00631","ACH-000019","breast",-0.76949792232611,0,0.126658663153648
"18405","Axitinib","CHEMBL277800","DB06626","DB00631","ACH-000966","ovary",0.797317718256808,1,0.113391682505608
"18406","Axitinib","CHEMBL277800","DB06626","DB00631","ACH-000861","lung",-25.7078491085518,0,0.140331029891968
"18407","Axitinib","CHEMBL277800","DB06626","DB00631","ACH-000750","skin",-11.2609722422939,0,0.133508399128914
"18408","Axitinib","CHEMBL277800","DB06626","DB00631","ACH-000817","haematopoietic_and_lymphoid",-10.2397370168521,0,0.176731556653976
"18409","Axitinib","CHEMBL277800","DB06626","DB00631","ACH-000617","ovary",-4.29958872703406,0,0.0677031204104423
"18410","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000477","skin",-14.4243329914868,0,0.152469351887703
"18411","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000376","brain",-3.87659374136138,0,0.0948304310441017
"18412","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000861","lung",-23.0824870791618,0,0.100807428359985
"18413","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000817","haematopoietic_and_lymphoid",-6.35994478039165,0,0.125414222478866
"18414","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000617","ovary",3.01666968617007,1,0.0756235495209693
"18415","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000696","ovary",-6.85998542873213,0,0.074705921113491
"18416","Vandetanib","CHEMBL277800","DB05294","DB00631","ACH-000969","large_intestine",-25.3865771955269,0,0.166501417756081
"18417","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000425","skin",0.520448709260079,1,0.28675565123558
"18418","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000273","brain",-1.22356523761762,0,0.14939221739769
"18419","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000343","lung",0.295726197337687,1,0.110460229218006
"18420","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000148","breast",-1.57915877234122,0,0.199248626828194
"18421","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000555","kidney",0.357756752673697,1,0.188309386372566
"18422","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000706","lung",-0.672215979480997,0,0.241462826728821
"18423","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000969","large_intestine",3.86696632399793,1,0.210756331682205
"18424","Decitabine","CHEMBL277800","DB01262","DB00631","ACH-000428","kidney",2.35069600142794,1,0.237229451537132
"18425","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000681","lung",-5.91943679183456,0,0.214695319533348
"18426","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000817","haematopoietic_and_lymphoid",-6.63171486062369,0,0.339301556348801
"18427","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000232","brain",-2.22476844535395,0,0.253262430429459
"18428","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000730","skin",-1.81966041936627,0,0.341838210821152
"18429","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000425","skin",-2.32874644206612,0,0.349120616912842
"18430","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000655","brain",-0.719171971388328,0,0.171305611729622
"18431","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000046","kidney",-36.5105314680592,0,0.162186101078987
"18432","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000681","lung",-3.5334323157158,0,0.214695319533348
"18433","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000551","haematopoietic_and_lymphoid",-25.5506618171281,0,0.300898820161819
"18434","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000817","haematopoietic_and_lymphoid",-3.61564662906237,0,0.339301556348801
"18435","mitotane","CHEMBL277800","DB00648","DB00631","ACH-000433","kidney",-20.1004254178892,0,0.0862345546483993
"18436","bleomycin","CHEMBL277800","DB00290","DB00631","ACH-000504","brain",-0.389283109622922,0,0.159029498696327
"18437","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000463","lung",-1.07950820804486,0,0.279996156692505
"18438","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000477","skin",-2.17168457477258,0,0.166800945997238
"18439","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000649","kidney",-1.58107086178255,0,0.194629147648811
"18440","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000148","breast",-4.09591209669637,0,0.230321511626244
"18441","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000768","breast",-4.31963172925736,0,0.147375106811523
"18442","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000019","breast",-6.84313513836174,0,0.138960495591164
"18443","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000463","lung",-2.4444726130431,0,0.279996156692505
"18444","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000811","ovary",-27.1254013784019,0,0.17101326584816
"18445","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000288","breast",-5.38450991075832,0,0.171962901949883
"18446","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000655","brain",-4.98581565729962,0,0.133639186620712
"18447","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000046","kidney",-36.687598640926,0,0.126153215765953
"18448","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000343","lung",-12.5559588193527,0,0.127276510000229
"18449","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000825","lung",-23.0043303590135,0,0.237548366189003
"18450","Fulvestrant","CHEMBL277800","DB00947","DB00631","ACH-000552","large_intestine",3.21410912386342,1,0.371786534786224
